void_id,ra_deg,dec_deg,redshift,radius_mpc,aspect_ratio,ellipticity,prolateness,central_density,x_mpc,y_mpc,z_mpc,survey,comoving_distance,gamma_z,c_g_effective,completeness,orientation_deg,Radius_deg,CentralDensity,ClusteringStrength
434,30.27845,-46.112097,0.289507,9.876549,3.180347,0.521571,-0.104057,-0.548299,1060.420124,619.124575,-1276.544836,SDSS,1771.2630513482104,1.8019212964470432e-29,0.7030357285623094,0.0,37.32265343503445,,,
435,252.348887,-70.060429,0.13516,17.804308,1.667114,0.250126,-0.189057,-0.596091,-85.511062,-268.733007,-777.365784,SDSS,826.9384093809916,1.8544104900038546e-29,0.7437213771671862,0.6938501847187825,101.49073327937606,,,
436,26.194682,-22.590368,0.134088,26.962528,2.762585,0.46845,0.968179,-0.661841,679.647252,334.34956,-315.140989,SDSS,820.3803132518742,1.8547856131147794e-29,0.74403142968022,0.69607896397381,94.04172684135213,,,
437,295.869621,24.164733,0.121905,11.823097,2.717468,0.461999,-0.415502,-0.44546,296.911057,-612.290184,305.317324,SDSS,745.8378600782694,1.859059128260638e-29,0.7475852691136117,0.7206229361034997,22.231559153618576,,,
438,254.247202,-36.604869,0.17618,7.27481,1.86954,0.303024,-0.410366,-0.361398,-234.920292,-832.808837,-642.748605,SDSS,1077.9071721665573,1.8401663782619357e-29,0.7321663147620959,0.0,76.63864698537307,,,
439,29.285561,20.295676,0.071619,7.266084,2.661745,0.453812,-0.290904,-0.330528,358.450983,201.034547,151.989704,SDSS,438.1813168349024,1.876901394871137e-29,0.7628728015881825,0.0,66.93863210098796,,,
440,30.541577,70.022036,0.179502,19.896729,2.393349,0.410612,0.129188,-0.242026,323.162721,190.673398,1032.145048,SDSS,1098.2321653730203,1.8390221687325416e-29,0.7312559817568226,0.594205722682104,178.5787828846621,,,
441,355.190248,-54.311297,0.17626,13.390649,2.167901,0.368667,-0.495355,-0.675373,626.901696,-52.749859,-875.873418,SDSS,1078.3981307621036,1.84013880712637e-29,0.7321443488220182,0.6018696727734102,111.65690735526009,,,
442,134.737486,20.194264,0.235713,28.407783,1.929317,0.317247,0.83058,-0.502185,-952.66924,961.439221,497.834714,SDSS,1442.1454361411425,1.8198727854149807e-29,0.7163886109343245,0.458470589859162,82.66047473632004,,,
443,133.431173,-6.459424,0.255085,6.700024,1.971248,0.326882,-0.468629,-0.455963,-1066.120698,1126.163058,-175.574406,SDSS,1560.6674687293803,1.8133659132757828e-29,0.7114865412247514,0.0,52.0103724984053,,,
444,292.607844,47.415867,0.148919,6.817192,3.078816,0.509662,0.791631,-0.45977,237.007119,-569.153391,670.842977,SDSS,911.1192329951671,1.849608851870518e-29,0.7397791992858442,0.0,42.41830099536557,,,
445,341.009488,-40.218211,0.11163,10.823266,2.259164,0.386346,-0.79305,-0.493152,493.129506,-169.70677,-440.997908,SDSS,682.9760261766245,1.8626781808100162e-29,0.7506264867472376,0.7400945434687345,87.11269347741778,,,
446,354.960383,22.65938,0.10002,8.569116,2.571743,0.440049,0.313125,-0.505145,562.527981,-49.606781,235.753474,SDSS,611.9462906433758,1.866783847844333e-29,0.7541126109329187,0.0,112.49573851878374,,,
447,271.216147,42.549785,0.082548,9.760944,1.942532,0.320313,0.813971,-0.254755,7.896761,-371.980716,341.529543,SDSS,505.0489487682878,1.8729955387979094e-29,0.7594617867233852,0.0,91.94067850761172,,,
448,135.453451,62.776452,0.045565,11.898955,1.94695,0.321332,-0.662501,-0.355012,-90.887876,89.460532,247.895067,SDSS,278.77545988205077,1.8862767422314138e-29,0.7712161388375876,0.8306161730551705,78.66476864775154,,,
449,30.060258,21.499682,0.122461,51.178253,2.691685,0.458242,0.936654,-0.731517,603.347785,349.189576,274.594332,SDSS,749.2422550937662,1.858863681743261e-29,0.7474218608579021,0.7195358764685157,88.17642887886035,,,
450,279.77289,-0.32375,0.102967,15.454522,1.719061,0.264452,-0.094233,-0.330807,106.931995,-620.82145,-3.559647,SDSS,629.973329135089,1.8657400412078598e-29,0.7532226379054946,0.7555410332463646,40.8280429916314,,,
451,201.02553,13.632564,0.290933,10.392108,2.092806,0.353338,0.89143,-0.579194,-1614.669376,-620.639123,419.533421,SDSS,1779.9883162892957,1.801450429504726e-29,0.7026925442589084,0.33187213052017855,104.760564943294,,,
452,152.719923,47.545191,0.180581,10.347,2.272502,0.388847,0.35364,-0.560673,-662.825901,341.818127,815.158604,SDSS,1104.8354432482145,1.8386508251183217e-29,0.7309610938900609,0.5916460184947565,157.0515711368192,,,
453,326.287579,8.118419,0.123765,18.473784,2.30344,0.394571,-0.396826,-0.70635,623.568287,-416.063693,106.934149,SDSS,757.2194644931329,1.8584054521325902e-29,0.7470390773206064,0.7169734760684708,109.99512699563722,,,
454,40.031094,-69.921957,0.186726,7.153272,2.187254,0.372501,-0.623395,-0.473591,300.302975,252.261958,-1073.000822,SDSS,1142.431064117446,1.836538799536144e-29,0.7292890290192467,0.0,75.10902819695968,,,
455,177.345038,59.530294,0.067583,32.774546,2.417219,0.414729,-0.39253,-0.579639,-209.4475,9.712296,356.384131,SDSS,413.48788710005374,1.8783477895163858e-29,0.7641454770846821,0.8079391715401901,134.41699081117372,,,
456,4.087312,22.275067,0.149892,14.10723,2.536034,0.434395,-0.813965,-0.445518,846.475099,60.487681,347.618633,SDSS,917.0700991683276,1.8492702062629234e-29,0.7395030071722201,0.6622189357270202,40.087010795670324,,,
457,168.717831,20.672558,0.199083,10.132168,2.552746,0.437055,-0.712264,-0.411057,-1117.586373,222.954123,429.998581,SDSS,1218.0339164982263,1.8323061796783092e-29,0.7259639623136945,0.5472236852480551,107.89078660647078,,,
458,20.269179,-34.656118,0.162002,10.034112,1.86457,0.301815,-0.790679,-0.566362,764.824705,282.449629,-563.625873,SDSS,991.1653479695437,1.845065481917363e-29,0.7360935180822737,0.635002617344027,116.18963492204482,,,
459,42.77445,18.528174,0.13848,10.838632,2.145229,0.364116,-0.154113,-0.350974,589.675478,545.557241,269.232028,SDSS,847.2518854880485,1.8532496598716174e-29,0.7427638282667625,0.686881500613533,124.4557851578285,,,
460,42.309449,-12.255483,0.298339,23.622751,2.736796,0.464782,0.591157,-0.503208,1319.085615,1200.673266,-387.459041,SDSS,1825.3020735866364,1.799009125923787e-29,0.7009187905238529,0.3161696789368992,69.28295639863343,,,
461,233.715709,17.605774,0.267685,34.052129,2.61675,0.447017,-0.717233,-0.532086,-923.81235,-1258.34106,495.364788,SDSS,1637.7538748190252,1.8091592121110688e-29,0.7083554359305277,0.3833953884650723,146.56603586103014,,,
462,268.576157,-51.888758,0.19832,11.06711,1.709748,0.261924,-0.739359,-0.62228,-18.608196,-748.643801,-954.689894,SDSS,1213.3616935769126,1.8325669693911767e-29,0.7261678490326894,0.5490706467239781,91.29232944029877,,,
463,210.012755,18.40251,0.183732,11.773217,2.399483,0.411675,0.286858,-0.40715,-923.60674,-533.518792,354.871255,SDSS,1124.1109016533208,1.837567235132752e-29,0.7301021449323304,0.5841475393784075,179.6687509856404,,,
464,346.382117,87.225112,0.197578,31.486288,1.467601,0.189496,-0.605634,-0.704924,56.876519,-13.77867,1207.408982,SDSS,1208.8263895095947,1.8328206519879733e-29,0.7263663025282173,0.5508657716050637,29.615495214758756,,,
465,134.953409,-64.632162,0.084354,9.910865,2.277665,0.38981,-0.80478,-0.464064,-156.221605,156.475883,-466.333204,SDSS,516.0974219876624,1.8723516154659734e-29,0.7589030050833996,0.0,48.16778935355712,,,
466,102.856351,72.620712,0.136687,15.441541,3.017998,0.50224,-0.666303,-0.412375,-55.580975,243.531676,798.103795,SDSS,836.2814057425417,1.8538764031727003e-29,0.7432804586220714,0.690657282570113,124.45276996840929,,,
467,312.695686,-10.730175,0.040654,10.509047,1.879734,0.305491,0.847463,-0.419708,165.715966,-179.611804,-46.309622,SDSS,248.73030095513184,1.8880541646767736e-29,0.7728234827535219,0.8345331660852043,46.660104732048325,,,
468,80.494502,47.859939,0.158397,8.189148,1.925162,0.316277,0.642943,-0.496573,107.378672,641.291595,718.601222,SDSS,969.1092844865439,1.8463152292917986e-29,0.7371031010669054,0.0,87.62746971334508,,,
469,346.760114,34.386388,0.176617,32.513081,2.564503,0.438912,-0.291871,-0.593221,868.041896,-204.235013,610.279244,SDSS,1080.5782847177693,1.8400157808124626e-29,0.7320463519839991,0.6010277979374106,76.00863967888031,,,
470,4.375611,7.702679,0.091492,60.299344,1.641771,0.242932,0.311642,-0.955399,553.102532,42.322095,75.027412,SDSS,559.770205692852,1.8698107661774502e-29,0.7567078110806302,0.774507710637411,134.3557558835786,,,
471,349.156378,28.483028,0.290288,8.881299,2.005789,0.334617,0.074551,-0.301583,1533.193682,-293.682294,846.99193,SDSS,1776.0426475225602,1.8016633772178664e-29,0.7028477048764766,0.0,86.18194945256612,,,
472,15.537568,49.203163,0.275553,11.565432,2.497468,0.428158,0.354249,-0.457269,1061.269931,295.065719,1276.271581,SDSS,1685.8905045826587,1.8065425787180731e-29,0.7064225362496005,0.36561214605327336,96.49377062954551,,,
473,320.811521,-11.053141,0.224979,9.995283,2.005177,0.334482,0.365342,-0.31311,1047.070352,-853.619208,-263.895472,SDSS,1376.4675420968174,1.8234986796383412e-29,0.7191521896108771,0.0,35.012834798243794,,,
474,189.972399,-20.238801,0.174014,8.180407,2.164503,0.367989,0.257468,-0.464006,-983.831688,-172.987442,-368.300772,SDSS,1064.6571767749601,1.8409131748356108e-29,0.7327618602483024,0.0,76.84823358195365,,,
475,357.467327,19.583896,0.264892,8.588345,2.556566,0.43766,-0.467797,-0.46677,1525.419639,-67.472823,543.225063,SDSS,1620.6637917723199,1.8100899604420948e-29,0.7090456773054822,0.0,48.07471983148082,,,
476,26.566763,38.002211,0.065276,6.98601,2.42751,0.416486,-0.921987,-0.478814,281.472905,140.746966,245.890907,SDSS,399.37331261944234,1.8791755279072066e-29,0.7648761461655993,0.0,10.91340969526107,,,
477,199.387542,31.639319,0.243438,13.185864,2.365619,0.405756,-0.088866,-0.361277,-1196.125413,-420.929952,781.296777,SDSS,1489.4034651046472,1.8172723357487666e-29,0.714420791409491,0.4399974581567302,123.50728876799197,,,
478,348.948913,36.557364,0.063702,14.438495,2.123242,0.35964,0.781948,-0.529232,307.257766,-60.009223,232.139846,SDSS,389.74010534364845,1.8797406763996332e-29,0.7653760062516274,0.8125261301605481,155.1135494154084,,,
479,188.315224,-7.402182,0.244437,17.306026,2.406916,0.412959,0.138995,-0.415336,-1467.462984,-214.477927,-192.672495,SDSS,1495.516994523943,1.8169365960596533e-29,0.714167582104464,0.4376211602444641,83.26666956119496,,,
480,226.58351,39.469578,0.104457,34.351806,2.209398,0.37683,0.664782,-0.645884,-339.080968,-358.361413,406.250425,SDSS,639.0917093812548,1.8652127223733644e-29,0.7527739919130634,0.7529509403233494,40.17774039465564,,,
481,250.469528,-49.427352,0.266814,12.336179,2.442014,0.418945,0.983249,-0.640118,-354.951705,-1000.661066,-1239.962587,SDSS,1632.4277929055224,1.809449360742117e-29,0.7085704567823451,0.3853834754226149,103.03846795688251,,,
482,163.634783,5.104826,0.284891,23.512049,2.060119,0.346431,-0.672768,-0.583372,-1665.774343,489.165385,155.091325,SDSS,1743.0261773047287,1.8034472806049467e-29,0.704150320261718,0.344959338548394,124.32094393219347,,,
483,225.920909,-81.295756,0.070175,7.337977,2.185864,0.372227,0.383555,-0.522946,-45.199576,-46.676416,-424.400182,SDSS,429.3450872699231,1.8774186378416543e-29,0.7633273242674478,0.0,94.78897631681042,,,
484,210.353152,-20.537988,0.154922,12.107744,1.862908,0.30141,0.348587,-0.437418,-765.936669,-448.530944,-332.532077,SDSS,947.848390238798,1.847521472069583e-29,0.7380805780399082,0.6510331117950681,85.38387651366212,,,
485,324.416884,-15.490401,0.294867,11.905525,2.244888,0.383646,0.959911,-0.558332,1413.893971,-1011.6186,-481.821937,SDSS,1804.0567430295926,1.8001527608556413e-29,0.7017485547029259,0.32348737563711977,92.07626489992208,,,
486,16.360697,-11.984942,0.16052,19.281879,1.934491,0.318451,0.971201,-0.402017,921.787414,270.609839,-203.936699,SDSS,982.0956668122662,1.8455790479414908e-29,0.7365080057229291,0.6383840182205648,18.864185415259506,,,
487,101.146748,23.012654,0.263158,51.495885,1.813273,0.289084,0.373357,-0.745327,-286.489555,1453.969045,629.42621,SDSS,1610.0557762938754,1.810668302187795e-29,0.7094752941407891,0.39377048155707695,144.88404688057489,,,
488,342.148134,-12.878469,0.188958,56.646178,2.362356,0.405179,-0.51277,-0.792606,1072.738615,-345.490175,-257.672031,SDSS,1156.0823814474961,1.8357728478802436e-29,0.7286847709419647,0.5716418905713883,35.199450918396,,,
489,320.494962,-5.889644,0.131339,16.512779,2.343987,0.401912,0.597112,-0.408257,616.729331,-508.48351,-82.455556,SDSS,803.5604932877778,1.8557482376773014e-29,0.7448284654240951,0.7017452371672822,93.54263097546703,,,
490,164.036431,-31.662302,0.107162,44.687626,2.572041,0.440096,-0.785942,-0.588767,-536.529837,153.478325,-344.151712,SDSS,655.6372953917304,1.8642561434768294e-29,0.7519617616720093,0.7481771240293772,29.212840881398645,,,
491,223.247735,-14.684509,0.08487,11.621799,2.086441,0.352004,0.561399,-0.439173,-365.869577,-344.148472,-131.629081,SDSS,519.2542085712915,1.8721677159545472e-29,0.7587436046661414,0.7846234643700682,166.32488678352865,,,
492,99.857226,-33.056155,0.235686,7.727667,2.422112,0.415566,0.820392,-0.485078,-206.899657,1190.729429,-786.540356,SDSS,1441.974262173216,1.8198818876061944e-29,0.7163955194329641,0.0,32.734218808266874,,,
493,67.723618,-58.606308,0.134366,7.708125,2.47921,0.425157,-0.234333,-0.585208,162.332725,396.273273,-701.733745,SDSS,822.0794787438641,1.854688318943238e-29,0.7439509834406678,0.0,29.926277115088368,,,
494,166.931426,11.940581,0.168044,10.657171,2.436801,0.418063,0.261271,-0.498534,-979.83306,227.447843,212.717484,SDSS,1028.1313509243878,1.8429745970774594e-29,0.7344115371058848,0.6210875445281306,135.75035233061507,,,
495,127.206802,19.659251,0.162928,28.443192,1.92863,0.317087,-0.139715,-0.625045,-567.639565,747.653182,335.358301,SDSS,996.8275409305869,1.8447447313075557e-29,0.735834919947803,0.6328832593784355,148.2245440374852,,,
496,210.1162,13.826388,0.185865,7.912548,2.318637,0.397343,-0.12447,-0.398638,-955.155444,-554.045123,271.760193,SDSS,1137.1638065917853,1.8368344358827083e-29,0.729522559139499,0.0,40.40571469214942,,,
497,27.984469,-4.187,0.263706,7.676313,2.404547,0.41255,-0.379258,-0.442087,1420.957868,755.042712,-117.798043,SDSS,1613.408546683093,1.8104854862941415e-29,0.7093394309501938,0.0,61.740997795592584,,,
498,350.782131,-13.911829,0.2948,29.771469,2.261763,0.386835,0.524259,-0.504493,1728.13195,-280.449432,-433.648036,SDSS,1803.6470108218466,1.8001748449597257e-29,0.7017645978131599,0.32363054492009075,77.58649905751909,,,
499,355.035868,46.607725,0.140048,9.438268,1.4243,0.17502,0.872353,-0.482085,586.433499,-50.936377,622.639019,SDSS,856.8419406358162,1.8527019018171287e-29,0.7423129946552408,0.0,96.15601521389456,,,
500,251.338217,2.187143,0.25343,22.916857,2.323087,0.39815,0.881502,-0.527581,-495.781923,-1467.948036,59.174123,SDSS,1550.5394959183254,1.8139199556163644e-29,0.7119011254480985,0.4163830493806805,99.17043880807171,,,
501,192.994692,-2.386271,0.236423,8.590396,3.143904,0.517363,-0.650437,-0.296029,-1408.217991,-324.975326,-60.226134,SDSS,1446.483342421014,1.8196334645949924e-29,0.7162070200903622,0.0,14.423479678720847,,,
502,111.429942,-71.570953,0.184853,6.687258,2.114876,0.35792,0.749487,-0.365972,-130.629531,332.81521,-1072.968224,SDSS,1130.9689863521182,1.837182040083773e-29,0.7297973564203954,0.0,60.85121220735794,,,
503,292.966207,-18.512065,0.288133,57.122334,1.967661,0.326068,0.474863,-0.784421,652.254769,-1539.139237,-559.714925,SDSS,1762.8575302116565,1.802375237860037e-29,0.7033669070486439,0.3379118129268118,98.46639868997248,,,
504,246.503222,-13.86345,0.084128,7.565236,2.408231,0.413185,-0.494325,-0.466934,-199.237086,-458.284404,-123.329934,SDSS,514.7137884376626,1.8724321715952883e-29,0.7589728551437347,0.0,18.13740511686649,,,
505,58.542098,-11.674674,0.059501,11.315294,2.383843,0.408956,-0.865431,-0.498188,186.052936,304.112133,-73.66549,SDSS,364.0418778780401,1.8812506729146697e-29,0.7667155130722828,0.8172123015647281,19.48653140408478,,,
506,327.933786,9.226907,0.26057,6.881037,2.735985,0.464666,-0.464005,-0.486669,1333.518599,-835.419257,255.624986,SDSS,1594.2212275317547,1.8115321882928557e-29,0.7101180575192605,0.0,109.63745623953187,,,
507,296.113407,3.853473,0.14857,15.133674,1.755744,0.274243,0.824416,-0.517603,399.184901,-814.355366,61.088471,SDSS,908.9857251951164,1.849730348161294e-29,0.739878347538424,0.6651285265840485,35.72164972571363,,,
508,341.927969,12.463063,0.258682,8.079118,2.551443,0.436849,0.266357,-0.335027,1469.136596,-479.394214,341.55613,SDSS,1582.6691821298987,1.812162947043555e-29,0.7105881496107276,0.0,41.821232450830514,,,
509,261.259023,31.989681,0.271134,49.143822,2.49506,0.427764,0.442109,-0.740767,-213.810936,-1390.608461,878.807358,SDSS,1658.85785425784,1.8080112224760748e-29,0.7075060460312507,0.3755599307820508,20.436742996362216,,,
510,220.829471,38.753527,0.046864,20.222268,2.202033,0.375397,-0.485695,-0.636644,-169.187688,-146.190824,179.479295,SDSS,286.72120278465866,1.8858071465245534e-29,0.7707928641845005,0.8295088212342165,69.80252107702646,,,
511,150.567493,25.864615,0.268535,48.155498,2.394366,0.410788,0.438776,-0.534349,-1287.571416,726.471958,716.733852,SDSS,1642.9574162659715,1.8088761518593492e-29,0.7081458012088198,0.3814586674067734,107.26568347842361,,,
512,335.782254,65.650497,0.151046,6.864762,2.670674,0.455141,-0.943757,-0.369489,347.488868,-156.297072,841.928552,SDSS,924.132552598658,1.8488687211153188e-29,0.73917587474825,0.0,103.38170415705419,,,
513,311.783,-74.479513,0.167817,8.420906,2.607818,0.445648,-0.249357,-0.553851,183.060876,-204.864745,-989.298627,SDSS,1026.7388282566737,1.8430530686192384e-29,0.7344745029500384,0.0,171.43393997196074,,,
514,16.278721,-37.477081,0.19918,8.023419,1.801684,0.286144,0.253507,-0.454361,928.325921,271.087291,-741.465479,SDSS,1218.6256158028668,1.8322730308195615e-29,0.7259380555523229,0.0,58.99156931913885,,,
515,9.492111,-80.021965,0.280123,7.18646,2.586955,0.442424,-0.707807,-0.39281,292.894702,48.972306,-1687.93083,SDSS,1713.8541595127385,1.8050263602808344e-29,0.7053075839793258,0.0,53.41184182239682,,,
516,135.526812,17.154505,0.035161,44.587884,2.233016,0.381383,0.646007,-0.51395,-146.679129,144.006316,63.450883,SDSS,215.12461617762432,1.8900461208747938e-29,0.7746347821238472,0.8384037011862902,149.5125610373474,,,
517,291.799199,52.755594,0.158748,17.951744,2.288041,0.391735,-0.529937,-0.595449,218.289006,-545.783576,773.176358,SDSS,971.2525328368313,1.8461934754041007e-29,0.7370046041956564,0.642409559787291,161.3614368745767,,,
518,355.419407,-30.866229,0.215685,47.322849,2.28817,0.391759,0.304562,-0.607317,1129.089433,-90.459482,-677.004892,SDSS,1319.606566135491,1.8266499153008424e-29,0.7215730599979205,0.5069169821978841,5.877180422123516,,,
519,54.150081,58.657043,0.225131,28.481721,2.198794,0.374764,-0.189606,-0.423664,419.609094,580.735229,1176.393709,SDSS,1377.398764535514,1.8234472330693026e-29,0.7191128150168729,0.4839981860149364,97.09402200209325,,,
520,213.887058,-61.57792,0.216984,26.923217,2.735574,0.464607,0.192087,-0.61479,-524.536375,-352.301853,-1167.536631,SDSS,1327.5529326743263,1.8262088183317752e-29,0.7212331157382644,0.5037612225785795,155.5152571905606,,,
521,137.120708,60.327828,0.066297,15.008429,2.225404,0.379923,-0.785099,-0.490315,-147.142443,136.634125,352.433761,SDSS,405.6221622879216,1.8788091116848714e-29,0.7645524882573099,0.8094862355948947,77.74400384488898,,,
522,349.169183,-17.262782,0.110837,24.062954,1.811073,0.288528,-0.966174,-0.634103,636.040638,-121.685823,-201.236212,SDSS,678.1232526073289,1.8629580562288155e-29,0.7508629044661399,0.7415466858365115,97.86385277959587,,,
523,303.162812,-52.859595,0.126853,41.803626,2.101479,0.355146,0.819129,-0.683873,256.330911,-392.270134,-618.686469,SDSS,776.1149018580662,1.8573211897501397e-29,0.7461351797994172,0.7108346656084075,83.84783423551809,,,
524,301.798334,-1.619193,0.247198,32.759672,2.330369,0.399466,-0.46074,-0.599357,796.617834,-1284.896473,-42.735397,SDSS,1512.4104052575938,1.8160093479854979e-29,0.713469272074776,0.43107036477045,92.54511694001955,,,
525,168.729538,-29.107311,0.105265,35.136238,2.750577,0.466749,0.639354,-0.547557,-551.848348,109.97436,-313.288685,SDSS,644.0347499916196,1.864926887204724e-29,0.7525310693758844,0.7515345898462086,119.80339242317272,,,
526,149.335021,-25.483693,0.08689,6.883582,2.500129,0.428593,0.998701,-0.292609,-412.785707,244.753085,-228.729002,SDSS,531.6136462473693,1.871448134915943e-29,0.7581206664739712,0.0,63.75295268172184,,,
527,98.426546,-22.669821,0.288511,9.13904,1.918677,0.314758,-0.577137,-0.493352,-238.686071,1611.21306,-680.332585,SDSS,1765.1716606088946,1.802250330448329e-29,0.7032757469582221,0.0,139.31481967147803,,,
528,20.295179,37.304566,0.032393,6.928058,3.252967,0.52974,-0.469659,-0.598693,147.856773,54.679738,120.112084,SDSS,198.18781948582318,1.891051460416934e-29,0.7755529765849478,0.0,39.84070381907535,,,
529,311.300055,4.492153,0.299412,15.945896,2.364801,0.405611,0.32572,-0.471719,1205.32073,-1371.985118,143.476286,SDSS,1831.864261026335,1.7986560035575046e-29,0.7006629918598011,0.3139244893150199,136.60306786831825,,,
530,292.644363,-22.171773,0.212742,23.425598,2.769048,0.469362,0.930897,-0.496338,464.073684,-1112.43685,-491.203585,SDSS,1301.5994358235205,1.8276500486169286e-29,0.7223451560123585,0.5140686464201782,164.08055850424202,,,
531,359.898362,12.748245,0.253687,8.642921,2.198206,0.374649,0.831629,-0.38988,1513.846131,-2.685431,342.500213,SDSS,1552.1094406607965,1.813833897275832e-29,0.7118366949236389,0.0,67.27446140050314,,,
532,358.789261,25.613698,0.109547,20.680106,2.472235,0.424002,0.005751,-0.537768,604.234073,-12.770198,289.742792,SDSS,670.2333761064751,1.8634135125552439e-29,0.7512480201564866,0.743892814761104,120.50631772931241,,,
533,199.955414,-27.048979,0.033865,22.150407,2.594679,0.443622,0.590221,-0.503653,-173.451277,-62.978289,-94.221914,SDSS,207.19406230903832,1.8905166981106494e-29,0.775064230224078,0.8392374673045775,129.83418825135794,,,
534,276.835469,-9.956579,0.229225,26.673688,2.746169,0.466121,-0.728508,-0.398508,164.403308,-1371.505497,-242.485445,SDSS,1402.4460656365393,1.8220626592243503e-29,0.7180549038578976,0.47409750590798466,21.971599364394027,,,
535,340.115663,-49.132769,0.255219,37.447749,2.681839,0.456793,0.954876,-0.592685,960.780341,-347.500595,-1180.838058,SDSS,1561.4845648928592,1.8133210694471774e-29,0.7114530076605529,0.41219429029790816,113.93260847845568,,,
536,305.873061,-39.620624,0.229929,24.889925,2.60777,0.445641,0.928706,-0.574011,634.979245,-878.058302,-897.087566,SDSS,1406.7519768472685,1.8218247828848043e-29,0.7178734924166953,0.4723977892965418,70.83773327649915,,,
537,89.045317,21.237562,0.06857,19.263715,2.132857,0.361605,-0.672542,-0.544498,6.515218,390.977744,151.966323,SDSS,419.52331007353735,1.8779938755205283e-29,0.7638335891709468,0.8067337017503056,79.69267050194426,,,
538,162.195889,-39.577644,0.233426,10.405184,2.030193,0.339976,-0.401154,-0.445024,-1048.043221,336.572823,-909.905906,SDSS,1428.1472669301036,1.8206441016179798e-29,0.7169745493435277,0.4639679028383023,167.9376978012471,,,
539,46.497389,2.88473,0.237609,49.106712,2.391934,0.410366,-0.79969,-0.554626,999.470904,1053.126472,73.162211,SDSS,1453.743499757833,1.8192338399394145e-29,0.7159040174596971,0.45392175101059007,22.98665466702074,,,
540,343.45837,24.714219,0.207806,28.506899,2.632143,0.449361,-0.456565,-0.582132,1107.146777,-328.827023,531.563289,SDSS,1271.4010882050666,1.8293299298995897e-29,0.7236461428537179,0.5260632913747155,81.04948299480301,,,
541,218.222868,-51.83608,0.236851,8.514222,2.169803,0.369046,0.631912,-0.415836,-703.452905,-554.017627,-1139.35466,SDSS,1449.1068151945753,1.8194892287677635e-29,0.7160976257519257,0.0,64.94905973504345,,,
542,82.31141,7.736904,0.258399,35.180341,2.68496,0.457253,-0.243369,-0.662084,209.586523,1552.463695,212.833018,SDSS,1580.9389388800791,1.8122575329863126e-29,0.710658699896299,0.4047813240158097,93.93242916521704,,,
543,241.812246,-29.135353,0.195673,19.860921,2.839938,0.479158,-0.823206,-0.389059,-493.94666,-921.679606,-582.871394,SDSS,1197.1698546927141,1.8334722717271433e-29,0.7268766164535216,0.5554702118483814,3.2404012236016033,,,
544,222.526167,67.797447,0.053923,7.895147,1.892363,0.308524,-0.315549,-0.21323,-91.876865,-84.266859,305.452199,SDSS,329.9140914266769,1.88325926323369e-29,0.7685063064810125,0.0,85.8470686694303,,,
545,128.938578,-1.88587,0.16166,34.204221,1.924123,0.316034,0.962767,-0.56147,-621.279221,768.899845,-32.548928,SDSS,989.0673762698576,1.8451839724067862e-29,0.7361891013922602,0.6357841157293149,132.19298927001577,,,
546,40.880733,37.733177,0.050965,45.029345,2.202741,0.375535,0.259367,-0.679443,186.452481,161.400493,190.827179,SDSS,311.81670746898163,1.8843261092521318e-29,0.769461683329396,0.8258193149346892,179.74377503194486,,,
547,241.76635,5.765262,0.140037,14.551883,2.381936,0.408623,-0.167678,-0.455461,-403.262402,-751.02177,86.065583,SDSS,856.7739191046097,1.852705743414437e-29,0.7423161542605929,0.6835798300935846,109.77141462368867,,,
548,187.310772,-65.947859,0.139919,21.975702,2.049065,0.344061,-0.666923,-0.753248,-346.063214,-44.397854,-781.725948,SDSS,856.0527876832795,1.8527469542478676e-29,0.7423500509879787,0.6838307864640487,43.73829032959788,,,
549,278.034621,15.444377,0.047823,12.540601,2.799772,0.473653,0.972354,-0.369539,39.418856,-279.255263,77.917316,SDSS,292.5892278505683,1.8854606092336556e-29,0.7704808790134614,0.8286723165201914,178.05877046735003,,,
550,187.25886,64.529482,0.124182,8.576415,2.428518,0.416658,0.641698,-0.400906,-324.117516,-41.283891,685.924704,SDSS,759.7691908675935,1.8582589631191294e-29,0.7469168051462788,0.0,62.72497103545957,,,
551,306.78534,11.725532,0.059969,36.436577,2.27467,0.389251,-0.437045,-0.58044,215.125408,-287.717516,74.563997,SDSS,366.9061185494087,1.8810823395666902e-29,0.7665658998631116,0.8167047709921397,54.990552363886025,,,
552,198.686462,39.670956,0.248224,12.160889,1.684528,0.25499,-0.859863,-0.512353,-1107.34579,-374.52427,969.494278,SDSS,1518.684392006614,1.8156650244127846e-29,0.7132103367456758,0.42864246657497956,140.33252719210626,,,
553,201.93767,50.211584,0.285876,13.967355,1.732565,0.268087,-0.886749,-0.493201,-1038.263076,-418.17222,1343.991828,SDSS,1749.0489570893926,1.8031214259678387e-29,0.7039120041326511,0.3428111214104258,117.49359897055227,,,
554,315.595297,-32.94546,0.049525,35.538283,2.371295,0.406756,-0.759244,-0.65764,181.661688,-177.925481,-164.787608,SDSS,303.0072629929064,1.884845892914365e-29,0.7699282239977259,0.8271481682675115,60.22423388967655,,,
555,145.253832,-35.163407,0.287881,11.289362,1.405853,0.168694,0.161537,-0.332508,-1183.144464,820.659319,-1014.361241,SDSS,1761.3180484507761,1.8024585195732003e-29,0.7034277014863547,0.33845525113470526,88.74592064436791,,,
