VoidID RA Dec Redshift Radius_Mpc AspectRatio Ellipticity Prolateness DensityContrast x_Mpc y_Mpc z_Mpc
229 227.209905 -10.447354 0.051989 20.620487 2.290149 0.392125 0.503596 -0.458843 -212.492751 -229.550889 -57.677682
230 286.132069 52.017467 0.114047 10.204353 2.603546 0.444991 0.136537 -0.502400 119.315054 -412.509989 549.976615
231 180.949354 -32.689819 0.016740 8.702880 2.314516 0.396594 -0.450668 -0.452090 -86.184585 -1.428153 -55.315491
232 207.685398 -35.014981 0.136405 19.268824 1.628093 0.238992 -0.051130 -0.619300 -605.250747 -317.567012 -478.860802
233 177.306370 -69.674071 0.129317 37.631366 1.937762 0.319210 -0.332447 -0.839120 -274.523678 12.915621 -741.922787
234 70.287476 17.657940 0.103493 13.298929 2.229302 0.380671 0.158627 -0.452000 203.512958 567.998396 192.067882
235 260.082761 -15.245017 0.093051 19.905303 2.228625 0.380541 0.778001 -0.676412 -94.598674 -541.064760 -149.697482
236 101.078050 46.778901 0.134922 20.796306 3.047908 0.505918 0.138610 -0.599426 -108.620928 554.770371 601.543616
237 8.753748 -3.071389 0.035946 5.246278 1.704496 0.260491 0.263445 -0.501980 217.052640 33.422131 -11.783712
238 232.370027 69.453369 0.021056 8.577442 2.461127 0.422154 0.037496 -0.380806 -27.605237 -35.807365 120.628314
239 63.759845 -38.972622 0.043531 9.516862 2.854537 0.481131 -0.897669 -0.265026 91.548776 185.722992 -167.510835
240 338.565090 47.497371 0.121241 12.589030 3.167471 0.520093 -0.534283 -0.606049 466.499307 -183.147043 546.873159
241 343.414288 33.586392 0.014854 12.236430 2.097132 0.354241 -0.015997 -0.657666 72.557069 -21.610502 50.273662
242 329.351180 32.809235 0.091593 9.798829 2.455463 0.421206 -0.379529 -0.460477 405.198346 -240.099876 303.641216
243 133.257132 43.595800 0.149361 7.533830 2.486795 0.426407 -0.636473 -0.423769 -453.522213 481.988079 630.142391
244 5.564382 31.469727 0.129797 7.467495 2.337084 0.400674 0.008266 -0.402809 674.133372 65.676275 414.573192
245 334.194683 14.621984 0.083002 24.224238 2.219353 0.378757 -0.354380 -0.636874 442.377969 -213.904518 128.196017
246 154.146293 -47.519756 0.018910 10.585492 2.433282 0.417467 -0.483785 -0.475919 -70.311932 34.071462 -85.325324
247 347.995735 -69.219688 0.126392 12.694391 1.245993 0.109525 -0.072029 -0.440193 268.354491 -57.061387 -722.990353
248 346.903192 57.319616 0.093857 5.875663 2.531719 0.433704 -0.733431 -0.304714 301.995463 -70.258812 483.332898
249 307.083404 13.491472 0.026091 8.362798 2.309363 0.395654 0.855491 -0.629133 93.595883 -123.830478 37.241308
250 106.001601 36.375495 0.023140 9.952737 2.169901 0.369066 0.735404 -0.486421 -31.422752 109.572601 83.964878
251 138.635182 -2.117865 0.137348 29.637214 3.077636 0.509520 0.415241 -0.624991 -630.245806 554.948995 -31.054381
252 306.409202 -49.941133 0.103688 8.734384 1.988918 0.330861 -0.787572 -0.529141 242.330421 -328.578493 -485.548302
253 114.091922 -48.558200 0.126100 29.432934 2.097661 0.354352 0.551755 -0.471212 -208.439744 466.149197 -578.344052
254 61.017389 21.785360 0.133057 15.094998 3.055513 0.506844 0.615915 -0.564491 366.281944 661.263333 302.126789
255 200.448454 -8.012446 0.090048 26.771914 1.926067 0.316489 0.535529 -0.621848 -511.178206 -190.597714 -76.793659
256 337.015719 -36.794773 0.082442 7.585040 2.038845 0.341855 -0.772068 -0.370248 371.850900 -157.720961 -302.111102
257 250.570727 -0.963239 0.070260 21.664244 2.200081 0.375016 0.287816 -0.625771 -142.971268 -405.327817 -7.226415
258 205.222021 -60.643016 0.054373 13.274150 2.595185 0.443700 0.668650 -0.667399 -147.539490 -69.496089 -289.942860
259 34.983538 9.435825 0.070843 5.686297 2.342012 0.401558 0.154707 -0.449728 350.315950 245.143897 71.058591
260 221.402602 -27.517092 0.118343 21.795562 1.741841 0.270563 0.292815 -0.465012 -481.656474 -424.676173 -334.520032
261 356.419386 36.521059 0.094269 10.429290 2.046024 0.343406 -0.083273 -0.487982 462.601215 -28.947264 343.240122
262 50.430245 -22.288849 0.134953 12.493781 2.015950 0.336859 0.057415 -0.559581 486.669331 588.914857 -313.157964
263 186.598675 -5.138278 0.072073 45.459312 2.228003 0.380422 -0.931246 -0.712026 -436.277789 -50.468837 -39.492177
264 315.854306 -77.623139 0.094993 6.532932 2.429229 0.416778 0.277926 -0.448407 89.388995 -86.762305 -567.677281
265 266.676702 -58.771472 0.098383 35.798982 2.426174 0.416258 -0.837106 -0.759006 -18.090778 -311.546759 -514.712844
266 250.925667 -12.416283 0.092838 11.140133 1.548487 0.215221 -0.129971 -0.446456 -181.277984 -524.259001 -122.127377
267 252.894270 -2.299457 0.108369 9.451766 2.684468 0.457181 -0.414690 -0.367443 -194.861839 -633.182995 -26.602028
268 129.416814 11.539362 0.043241 8.404571 2.359919 0.404748 0.090856 -0.195874 -164.586263 200.250751 52.922021
269 105.693064 -24.624834 0.081731 7.625914 2.812704 0.475438 -0.733167 -0.343536 -122.954075 437.626412 -208.357116
270 291.370016 22.952245 0.024591 18.836920 2.436571 0.418024 0.383287 -0.422385 50.484093 -129.018927 58.672341
271 291.640822 46.074695 0.063832 47.407676 2.699421 0.459375 0.590023 -0.874673 99.912532 -251.825899 281.280992
272 312.146035 34.035190 0.078273 7.228681 2.445509 0.419534 -0.673291 -0.524874 266.299320 -294.243694 268.037529
273 328.766599 -67.037788 0.101311 9.894514 2.797382 0.473321 -0.791374 -0.442712 206.767943 -125.387923 -570.729704
274 184.083264 -2.234306 0.143074 6.152281 2.467792 0.423264 -0.708969 -0.400806 -872.473603 -62.283527 -34.126854
275 180.545866 -52.198563 0.094091 6.277367 2.219725 0.378829 0.754255 -0.520625 -352.827433 -3.361545 -454.859478
276 287.386264 -31.058298 0.114103 6.092564 3.167865 0.520138 0.056379 -0.428455 178.698165 -570.705956 -360.160574
277 233.987015 76.736490 0.080877 10.901884 2.614506 0.446674 -0.065478 -0.419087 -66.750594 -91.830539 481.624922
278 252.708076 -45.643930 0.098775 15.228555 2.488389 0.426669 -0.786576 -0.466246 -125.581673 -403.396583 -432.096951
279 286.485361 -0.127408 0.019931 6.544019 1.748370 0.272296 0.299112 -0.365011 34.602621 -116.926186 -0.271155
280 320.401923 13.668942 0.045615 11.674326 1.743568 0.271022 0.735999 -0.437647 208.951190 -172.847645 65.950091
281 121.678256 23.886737 0.060659 23.299990 2.375978 0.407579 0.656372 -0.633701 -178.203683 288.781424 150.280579
282 135.209863 6.851553 0.076149 5.998082 2.317100 0.397064 0.252109 -0.461371 -328.281596 325.885503 55.580197
283 33.833498 -78.654372 0.016391 5.783768 2.013242 0.336263 -0.849443 -0.527733 16.387481 10.984343 -98.322871
284 208.180851 -20.308659 0.029603 11.320309 2.315284 0.396734 -0.775206 -0.284726 -149.725657 -80.217776 -62.862572
285 12.939219 2.030030 0.048754 34.789361 2.894342 0.486434 -0.901382 -0.696549 290.530876 66.749784 10.566320
286 167.615287 -55.514247 0.146015 13.395798 2.537052 0.434557 -0.485042 -0.506443 -494.044442 108.484540 -736.357561
287 195.352068 -17.382309 0.056389 6.434715 1.802488 0.286348 -0.728677 -0.507226 -317.493968 -87.166720 -103.066633
288 103.154851 -69.002135 0.077486 5.641892 2.214288 0.377778 -0.479904 -0.112853 -38.661121 165.418747 -442.592861
289 212.699974 -57.441563 0.037454 21.853208 1.936905 0.319011 -0.229884 -0.675865 -103.774334 -66.621871 -193.137143
290 10.980090 -11.897029 0.095509 36.123392 2.103811 0.355631 0.885966 -0.754119 561.326212 108.908348 -120.464887
291 13.445348 -47.270767 0.049296 5.823257 2.093445 0.353472 0.220752 -0.366649 199.037976 47.584039 -221.546819
292 296.136202 7.763344 0.038979 13.347959 2.067833 0.348074 0.669948 -0.423458 104.089830 -212.134410 32.214499
293 129.668631 22.267416 0.082320 9.783369 1.756837 0.274531 0.420703 -0.352040 -297.528612 358.774438 190.848957
294 45.741785 36.953982 0.010771 5.194124 2.207829 0.376525 -0.774994 -0.221180 36.751346 37.715491 39.616200
295 188.007574 -36.848380 0.011073 36.187978 2.034648 0.340945 0.471841 -0.661264 -53.684079 -7.552042 -40.627699
296 277.197679 -41.684998 0.040670 8.133232 1.087112 0.041738 -0.449802 -0.536935 23.282699 -184.361601 -165.477623
297 77.695570 -52.266357 0.015141 35.026931 3.080080 0.509814 0.278216 -0.725964 12.081472 55.390059 -73.262359
298 224.240571 15.834554 0.025124 13.780266 2.694399 0.458640 -0.318076 -0.457019 -105.942838 -103.170970 41.941819
299 30.725087 24.390376 0.057440 6.432224 2.108371 0.356576 0.995345 -0.207500 275.140342 163.529367 145.124843
300 18.605420 -69.525459 0.122362 12.118970 2.266419 0.387709 -0.472897 -0.610970 248.180913 83.548240 -701.343701
301 191.287667 60.741615 0.090087 5.015774 1.790230 0.283213 -0.441739 -0.279900 -264.173160 -52.727876 480.854496
302 194.628644 -63.644578 0.081773 9.479411 2.937181 0.492022 0.861345 -0.426803 -214.905643 -56.093469 -448.304356
303 229.474765 4.737608 0.051088 15.709542 3.017807 0.502216 -0.950711 -0.423312 -202.408686 -236.778868 25.815987
304 261.392880 24.716018 0.140446 20.761200 2.321569 0.397875 0.393378 -0.567811 -116.816998 -771.767751 359.281236
305 351.306749 47.896787 0.065582 14.614722 2.668304 0.454789 0.450653 -0.580390 265.931627 -40.661202 297.699250
306 185.868125 25.351725 0.022193 13.874301 2.329006 0.399220 0.672757 -0.413656 -122.062195 -12.545274 58.138061
307 116.264330 37.117830 0.096389 35.850665 1.724201 0.265840 0.948879 -0.643064 -208.091183 421.701254 355.876437
308 286.267030 -18.729438 0.025937 13.970169 2.094162 0.353621 0.951204 -0.392496 42.097551 -144.270520 -50.955425
309 97.499610 39.024322 0.058331 11.368075 2.311663 0.396074 -0.869446 -0.465011 -36.187144 274.883093 224.711447
310 158.029711 -57.115873 0.081038 7.236392 2.077072 0.350032 0.643679 -0.482346 -249.644304 100.712289 -416.362963
311 28.244297 52.151257 0.132391 8.022837 2.171430 0.369370 0.292620 -0.586107 437.823802 235.195059 639.600877
312 9.126268 5.461954 0.079097 7.391882 2.222332 0.379331 0.294684 -0.341981 475.634023 76.407896 46.062700
313 346.553429 39.389993 0.108316 47.810507 2.226540 0.380141 -0.743300 -0.785716 498.125494 -119.098176 420.547604
314 300.952843 -5.472238 0.148994 20.915856 2.279795 0.390206 0.300374 -0.655737 466.717981 -778.199237 -86.931328
315 250.550714 16.687730 0.028408 7.958967 1.834649 0.294445 0.964965 -0.483447 -55.436230 -156.988551 49.910227
316 147.223060 3.026930 0.048462 10.925789 1.972085 0.327072 0.823637 -0.505934 -248.947661 160.294048 15.656957
317 62.385955 27.592436 0.065241 48.586956 1.745058 0.271418 -0.121739 -0.984168 163.971561 313.461496 184.880798
318 56.317335 -56.797460 0.069056 6.426114 2.650018 0.452057 -0.920104 -0.496029 128.310893 192.520230 -353.521837
319 90.087443 -61.557536 0.067543 6.721390 1.416633 0.172402 -0.275413 -0.530597 -0.300377 196.817112 -363.362133
320 197.721599 -30.384043 0.137066 9.664484 2.720327 0.462413 0.652781 -0.487893 -689.090327 -220.203041 -424.156549
321 257.254532 -42.914845 0.109965 36.204025 2.813431 0.475538 0.402998 -0.785910 -108.705450 -480.585562 -458.107629
322 237.671056 48.036174 0.095107 6.782736 2.138019 0.362655 -0.081313 -0.580528 -208.073432 -328.771785 432.669277
323 100.776203 -34.164584 0.053312 9.072482 1.217637 0.098139 -0.889797 -0.238466 -50.461580 265.127078 -183.170923
324 343.751501 72.125390 0.125331 6.633839 2.114367 0.357815 -0.146211 -0.291084 225.956742 -65.853962 729.786660
325 265.642890 -19.038803 0.143708 6.930371 2.233218 0.381421 -0.061950 -0.497206 -63.144118 -828.740768 -286.815195
326 199.567459 -39.476684 0.124968 6.439537 1.854652 0.299389 0.857111 -0.387153 -556.082755 -197.656362 -486.092202
327 220.219469 35.408143 0.010219 10.227930 2.052804 0.344865 0.282172 -0.410533 -38.910999 -32.905013 36.225480
328 151.056022 18.506700 0.099096 27.015210 2.870969 0.483334 -0.376694 -0.501044 -503.124593 278.243767 192.446399
329 89.183156 -0.206756 0.017159 7.839178 2.524862 0.432602 0.050637 -0.510252 1.496629 104.970787 -0.378835
330 128.150164 6.357231 0.046065 8.517285 1.889066 0.307735 -0.867889 -0.325962 -173.026223 220.271076 31.206836
331 272.824600 26.002066 0.018333 7.028120 1.619852 0.236598 0.945136 -0.475072 4.967981 -100.691684 49.174854
332 5.181656 -32.894273 0.094531 24.372282 2.128084 0.360631 -0.279880 -0.727309 483.651893 43.859644 -314.103492
333 41.786151 83.057441 0.106123 22.448247 2.173509 0.369783 -0.044265 -0.502069 58.518558 52.296182 644.520008
334 16.560951 71.729373 0.026028 5.725099 2.457371 0.421526 -0.289432 -0.278175 47.853662 14.230291 151.218305
335 14.662369 17.496730 0.063737 6.948415 2.044765 0.343135 0.365023 -0.160693 359.805684 94.140717 117.241794
336 307.965810 -36.935465 0.073873 5.595524 2.463491 0.422548 0.324464 -0.525928 222.248012 -284.814637 -271.596475
337 253.316829 21.128233 0.061667 6.860051 3.032953 0.504085 0.430645 -0.348709 -101.032123 -337.117334 135.998233
338 170.702578 -58.826436 0.026944 8.862676 2.585092 0.442134 -0.463714 -0.479607 -84.208680 13.785809 -141.042834
339 35.220298 -69.833540 0.068653 8.056651 2.239656 0.382650 -0.368663 -0.352231 118.297453 83.512452 -394.281762
340 176.981715 -28.988510 0.115165 5.734610 2.185631 0.372181 -0.749498 -0.554395 -615.473701 32.452570 -341.475019
341 170.449837 -4.287093 0.019941 9.151133 2.116222 0.358197 0.311020 -0.567788 -119.976222 20.185131 -9.120278
342 62.352673 47.437929 0.021225 8.349298 2.731148 0.463972 -0.920406 -0.511080 40.758367 77.806963 95.647968
343 156.186594 27.022357 0.059668 25.515153 2.007966 0.335099 0.195365 -0.597255 -297.520968 131.305548 165.861336
344 143.461704 29.039537 0.141842 11.147606 2.276980 0.389682 0.739392 -0.525584 -609.600096 451.711197 421.249777
345 221.706035 -8.569752 0.103600 7.306275 2.279371 0.390127 0.781664 -0.357157 -467.927358 -416.996493 -94.451795
346 228.633714 -17.946573 0.105014 17.929207 2.058178 0.346016 -0.101924 -0.426603 -403.947524 -458.732396 -197.972550
347 16.309444 -14.946825 0.060669 21.936920 1.709905 0.261967 -0.081393 -0.509411 344.194399 100.711070 -95.736866
348 134.860541 77.238791 0.093113 16.004477 2.388081 0.409695 -0.846062 -0.348166 -88.762717 89.195872 555.610566
349 225.309570 -66.894177 0.011418 19.484845 2.234490 0.381664 0.341530 -0.503266 -19.280452 -19.489931 -64.255943
350 181.129053 47.228099 0.099053 21.092489 2.458988 0.421796 0.642519 -0.682615 -411.463874 -8.109231 444.864288
351 308.336343 9.053161 0.137860 12.344258 2.045451 0.343283 -0.510690 -0.337105 516.659973 -653.352526 132.718799
352 237.129707 -7.051946 0.095760 5.598307 2.747220 0.466271 -0.157398 -0.466499 -315.575516 -488.360506 -71.928225
353 58.656394 26.776751 0.132318 10.444259 1.908182 0.312285 0.677679 -0.363401 375.946934 617.265300 364.714029
354 25.404749 -1.527808 0.111356 22.962991 2.943707 0.492863 0.754241 -0.422256 615.200386 292.181112 -18.164932
355 231.270940 48.317943 0.026878 34.601739 1.559837 0.218700 -0.513640 -0.650349 -68.417501 -85.310293 122.816238
356 9.544072 53.264358 0.136343 7.537030 2.432799 0.417385 0.101141 -0.574986 492.035770 82.727671 668.513685
357 210.879209 -9.007175 0.019302 13.550039 2.449064 0.420132 -0.615014 -0.577322 -100.105000 -59.862282 -18.488672
358 338.482887 -26.509386 0.084755 6.273547 1.940669 0.319883 -0.796242 -0.280461 431.692722 -170.197248 -231.452743
359 207.170704 10.643681 0.029899 7.986881 2.428649 0.416680 0.822241 -0.446781 -159.943349 -82.096362 33.787230
360 139.741173 55.560792 0.011639 6.500923 2.770699 0.469594 0.641015 -0.407052 -30.732261 26.024907 58.728318
361 231.583759 -35.357447 0.069085 17.879851 1.372164 0.156888 0.520070 -0.452916 -214.196350 -270.091222 -244.592025
362 164.971041 14.236988 0.051306 7.581669 2.459989 0.421964 -0.902467 -0.356184 -293.851172 78.896393 77.198229
363 196.422044 15.255299 0.078040 18.273856 1.261583 0.115664 0.687458 -0.504859 -441.849597 -130.228153 125.631011
364 338.927331 27.789598 0.090808 5.382457 1.872625 0.303773 -0.123912 -0.424691 458.635544 -176.721421 259.027091
365 138.996950 -47.465011 0.016123 8.294378 2.910558 0.488564 -0.315210 -0.464211 -50.328676 43.754755 -72.689361
366 346.028603 25.572314 0.027220 15.577849 2.026179 0.339100 0.092953 -0.419989 145.782233 -36.270302 71.887235
367 325.926231 54.891563 0.088210 17.999983 1.789339 0.282984 -0.817294 -0.474643 257.099627 -173.897926 441.499241
368 70.484809 -39.839095 0.058043 22.741276 2.179716 0.371013 0.513293 -0.603143 91.090362 257.014659 -227.503207
369 24.970068 -31.662410 0.112084 7.554790 3.086054 0.510530 0.164870 -0.317337 529.126841 246.399455 -359.962268
370 36.280080 70.525539 0.101321 20.849290 1.526218 0.208303 -0.626820 -0.571396 166.601475 122.291798 584.437964
371 6.559857 -39.646276 0.128385 8.891103 1.838367 0.295370 -0.623536 -0.524077 600.861852 69.095509 -501.175286
372 33.999466 45.134942 0.106949 18.244734 2.857864 0.481578 -0.631503 -0.608344 382.681989 258.117071 463.774403
373 245.882438 -0.884928 0.070190 7.955324 3.001972 0.500246 -0.885995 -0.527427 -175.452464 -391.906582 -6.632388
374 25.627913 -30.367063 0.104215 6.333465 2.217519 0.378403 0.175597 -0.440576 496.012982 237.946791 -322.336805
375 114.831227 47.859333 0.048553 6.671253 1.763270 0.276220 0.680696 -0.293340 -83.700943 180.886461 220.269817
376 304.155112 -6.280124 0.052884 6.838733 3.097229 0.511865 -0.965004 -0.498897 180.565016 -266.141624 -35.393508
377 8.377897 1.698192 0.120458 22.977718 2.896668 0.486741 -0.901991 -0.560930 728.802369 107.332904 21.840403
378 293.208654 -16.351736 0.072499 32.990666 2.530470 0.433503 0.145541 -0.745576 167.729135 -391.178210 -124.877658
379 101.467719 10.713708 0.121773 7.504478 1.933930 0.318321 0.638991 -0.451076 -145.542618 717.433576 138.503223
380 42.539338 -42.295332 0.125139 14.010244 2.239280 0.382579 -0.346522 -0.641107 417.275208 382.889661 -515.231035
381 250.825380 -12.582017 0.130059 12.148005 2.194747 0.373972 -0.300771 -0.493534 -255.078797 -733.532570 -173.338735
382 226.419425 69.855098 0.138329 42.607703 2.391232 0.410244 0.192693 -0.795448 -200.932441 -211.143140 794.551646
383 315.889925 -28.929504 0.070338 18.504499 2.839292 0.479071 -0.451574 -0.481016 270.430734 -262.157840 -208.170914
384 264.625576 18.268675 0.054641 42.088714 2.610658 0.446084 -0.946783 -0.748559 -29.734297 -316.061789 104.796475
385 289.253135 -20.464067 0.091508 5.809294 1.827941 0.292772 0.470457 -0.527932 172.960480 -495.195701 -195.739720
386 101.532446 33.157764 0.061964 19.378006 2.809490 0.474995 0.251300 -0.435360 -63.451209 310.971163 207.352700
387 63.878236 -47.582783 0.094150 9.508964 2.384144 0.409009 0.161512 -0.424059 171.069863 348.861552 -425.257270
388 270.221311 69.991537 0.108782 41.033241 2.533718 0.434024 0.483368 -0.740493 0.879606 -227.722740 625.380316
389 290.460506 -5.302896 0.106377 7.893305 2.845508 0.479913 0.350462 -0.429851 226.533363 -607.166530 -60.150802
390 356.581851 -31.863613 0.062437 15.635984 1.814259 0.289333 -0.588236 -0.558136 323.862692 -19.343939 -201.660278
391 148.542364 -58.540195 0.033360 5.669889 2.244561 0.383584 -0.295038 -0.384919 -90.866996 55.590993 -174.103933
392 133.926511 -41.336810 0.070274 5.742122 2.046310 0.343468 -0.747780 -0.359862 -223.955142 232.508407 -283.976490
393 279.508666 2.266519 0.029963 15.547492 1.631748 0.240049 -0.740286 -0.680164 30.260368 -180.660968 7.249965
394 122.689274 -19.025786 0.134614 5.647778 2.397575 0.411345 0.352391 -0.460354 -420.510228 655.281785 -268.486621
395 335.072637 41.129773 0.058423 5.021877 3.263514 0.530903 0.717200 -0.425713 244.153059 -113.473832 235.114398
396 309.028591 -7.945145 0.031624 6.242749 1.522860 0.207249 0.925465 -0.386810 120.669281 -148.862207 -26.744401
397 154.437850 -30.170272 0.013563 6.079889 2.245979 0.383853 0.256694 -0.291468 -64.716720 30.954507 -41.703083
398 270.313584 13.549773 0.100415 19.067408 2.515109 0.431028 -0.631797 -0.617848 3.268844 -597.252613 143.938674
399 271.635435 24.428315 0.099166 9.185210 2.308123 0.395427 -0.788699 -0.491648 15.765602 -552.181711 250.912051
400 37.124593 -41.752651 0.057685 36.078912 2.213640 0.377653 0.625702 -0.762043 209.929768 158.910329 -235.019530
401 324.919046 -41.664036 0.020040 32.123676 1.739205 0.269861 0.157513 -0.751390 74.955275 -52.642234 -81.504384
402 181.890854 -67.919580 0.067348 5.005615 2.352006 0.403342 0.236570 -0.434775 -154.808285 -5.110781 -381.828813
403 297.524688 28.216467 0.053570 15.495156 1.956186 0.323453 0.562924 -0.427871 133.466822 -256.117877 154.964094
404 115.217856 19.123719 0.104797 6.966791 1.382923 0.160695 0.406554 -0.525051 -258.101838 548.050915 210.053012
405 322.388362 -2.908336 0.094809 6.406678 2.736728 0.464772 0.668917 -0.371285 458.913588 -353.559557 -29.431344
406 140.112604 43.498920 0.061043 5.973750 2.642246 0.450888 -0.887572 -0.579928 -207.873951 173.731916 257.078013
407 3.901555 37.686479 0.040505 5.013122 2.279556 0.390161 0.495041 -0.456265 195.660662 13.344139 151.501117
408 325.937512 9.829029 0.148325 19.485080 2.350521 0.403078 0.701706 -0.577800 740.749577 -500.818204 154.915478
409 32.863204 47.437722 0.073560 40.767397 2.688619 0.457792 -0.427730 -0.590188 255.698774 165.186112 331.486259
410 114.952910 -36.037709 0.106358 12.715727 2.348627 0.402740 0.280895 -0.504638 -221.987336 477.076691 -382.831986
411 342.022308 -50.910390 0.029677 28.044143 2.620498 0.447590 -0.371676 -0.850566 108.898319 -35.336339 -140.929653
412 342.218573 -27.419426 0.077983 44.483298 2.139898 0.363037 0.915942 -0.994722 403.282665 -129.335710 -219.711337
413 206.437640 -62.353377 0.013855 14.273591 2.783685 0.471415 -0.933153 -0.489333 -35.220539 -17.512476 -75.090350
414 227.461396 3.574082 0.080764 6.617044 2.387206 0.409543 0.159586 -0.354793 -333.424773 -363.377457 30.803576
415 161.440388 60.833995 0.144962 9.358803 2.336512 0.400572 -0.666993 -0.406042 -409.749812 137.574577 774.460895
416 105.555878 -67.118783 0.063789 16.047398 1.750867 0.272956 0.424440 -0.493717 -40.695274 146.188635 -359.564799
417 118.319236 -49.093586 0.015459 8.053917 2.373674 0.407174 -0.648219 -0.314313 -29.381489 54.523485 -71.484836
418 242.106644 -5.485966 0.014334 20.034149 1.926109 0.316499 -0.529233 -0.604301 -40.839280 -77.153612 -8.384034
419 270.854831 60.198222 0.064318 46.337717 2.003578 0.334128 -0.011258 -0.723886 2.917807 -195.554117 341.470179
420 284.968456 -21.573088 0.032403 6.804019 1.932741 0.318044 0.829670 -0.581242 47.618817 -178.108017 -72.894646
421 284.262531 0.829077 0.013269 8.470647 1.832397 0.293884 -0.576571 -0.525201 19.998915 -78.673791 1.174707
422 32.834197 -66.470447 0.115870 6.824311 3.108800 0.513240 -0.711520 -0.598947 237.801584 153.453621 -649.973417
423 177.991310 -44.693463 0.074193 41.041291 2.791427 0.472494 0.517954 -0.787897 -322.491321 11.310619 -319.255115
424 20.721154 76.720282 0.050494 6.143922 3.027038 0.503357 0.001239 -0.416065 66.373509 25.108467 300.673871
425 197.830398 68.471850 0.136012 8.530883 1.769733 0.277909 0.823570 -0.423899 -290.696203 -93.502493 774.095443
426 158.950980 -81.939287 0.026259 9.405671 2.287393 0.391615 -0.706771 -0.437868 -21.025025 8.091396 -159.073623
427 319.573506 64.638535 0.143829 8.458294 1.741488 0.270469 0.291856 -0.527338 286.923882 -244.420231 795.165512
428 126.329405 16.155183 0.053955 5.923129 1.980613 0.328997 -0.534242 -0.428255 -187.843561 255.443154 91.849846
429 42.144126 47.377954 0.134377 9.021430 1.891641 0.308351 -0.686479 -0.589959 412.787046 373.559574 604.963779
430 51.477006 -5.193540 0.094412 9.116634 2.754725 0.467338 0.366859 -0.304843 358.289278 450.060489 -52.287486
431 274.143827 1.787463 0.125739 5.054718 2.100399 0.354922 0.187369 -0.430910 55.562747 -766.913770 23.995994
432 222.558503 -1.278194 0.147762 6.879963 2.686243 0.457442 0.509655 -0.467688 -665.737422 -611.287658 -20.166242
433 36.404163 19.495238 0.050377 11.895429 2.500540 0.428660 -0.381075 -0.310060 233.845766 172.432198 102.860394
434 30.278450 -46.112097 0.144559 7.407411 3.180347 0.521571 -0.104057 -0.548299 529.498287 309.146719 -637.415576
435 252.348887 -70.060429 0.064527 13.353231 1.667114 0.250126 -0.189057 -0.596091 -40.824264 -128.297170 -371.126089
436 26.194682 -22.590368 0.063972 20.221896 2.762585 0.468450 0.968179 -0.661841 324.250477 159.513636 -150.349488
437 295.869621 24.164733 0.057654 8.867323 2.717468 0.461999 -0.415502 -0.445460 140.422751 -289.579894 144.398458
438 254.247202 -36.604869 0.085797 5.456107 1.869540 0.303024 -0.410366 -0.361398 -114.402687 -405.565513 -313.009007
439 29.285561 20.295676 0.031580 5.449563 2.661745 0.453812 -0.290904 -0.330528 158.058144 88.645725 67.019513
440 30.541577 70.022036 0.087520 14.922547 2.393349 0.410612 0.129188 -0.242026 157.564031 92.966383 503.241630
441 355.190248 -54.311297 0.085839 10.042987 2.167901 0.368667 -0.495355 -0.675373 305.300798 -25.689154 -426.549897
442 134.737486 20.194264 0.116666 21.305837 1.929317 0.317247 0.830580 -0.502185 -471.523083 475.863780 246.403001
443 133.431173 -6.459424 0.126711 5.025018 1.971248 0.326882 -0.468629 -0.455963 -529.584079 559.409480 -87.214712
444 292.607844 47.415867 0.071662 5.112894 3.078816 0.509662 0.791631 -0.459770 114.050829 -273.883824 322.818141
445 341.009488 -40.218211 0.052327 8.117449 2.259164 0.386346 -0.793050 -0.493152 231.154911 -79.550205 -206.718176
446 354.960383 22.659380 0.046307 6.426837 2.571743 0.440049 0.313125 -0.505145 260.436002 -22.966665 109.147801
447 271.216147 42.549785 0.037247 7.320708 1.942532 0.320313 0.813971 -0.254755 3.563160 -167.844381 154.104265
448 135.453451 62.776452 0.018071 8.924216 1.946950 0.321332 -0.662501 -0.355012 -36.045420 35.479346 98.313242
449 30.060258 21.499682 0.057943 38.383690 2.691685 0.458242 0.936654 -0.731517 285.475564 165.219950 129.925018
450 279.772890 -0.323750 0.047835 11.590892 1.719061 0.264452 -0.094233 -0.330807 49.676727 -288.411131 -1.653683
451 201.025530 13.632564 0.145298 7.794081 2.092806 0.353338 0.891430 -0.579194 -806.402774 -309.961357 209.524575
452 152.719923 47.545191 0.088079 7.760250 2.272502 0.388847 0.353640 -0.560673 -323.295778 166.723052 397.596616
453 326.287579 8.118419 0.058619 13.855338 2.303440 0.394571 -0.396826 -0.706350 295.340965 -197.060459 50.647275
454 40.031094 -69.921957 0.091265 5.364954 2.187254 0.372501 -0.623395 -0.473591 146.777917 123.297096 -524.446439
455 177.345038 59.530294 0.029488 24.580910 2.417219 0.414729 -0.392530 -0.579639 -91.385129 4.237623 155.495815
456 4.087312 22.275067 0.072166 10.580422 2.536034 0.434395 -0.813965 -0.445518 407.539456 29.122081 167.362642
457 168.717831 20.672558 0.097673 7.599126 2.552746 0.437055 -0.712264 -0.411057 -548.302214 109.384153 210.962821
458 20.269179 -34.656118 0.078446 7.525584 1.864570 0.301815 -0.790679 -0.566362 370.347608 136.769306 -272.922007
