VoidID RA Dec Redshift Radius_Mpc Radius_deg DensityContrast AspectRatio CentralDensity ClusteringStrength
286 312.531212 35.255946 0.070642 13.903737 2.631251 -0.635735 2.134852 0.152515 0.781250
287 63.773924 1.979282 0.051100 20.129951 5.255390 -0.718600 2.336976 0.152515 0.781250
288 249.345343 -6.869134 0.063689 17.262666 3.621325 -0.744399 1.969764 0.152515 0.781250
289 301.721504 -44.837215 0.140002 10.986865 1.049763 -0.783226 1.971746 0.152515 0.781250
290 340.061119 -20.097242 0.137389 13.517553 1.316042 -0.865411 2.362028 0.152515 0.781250
291 245.969290 -7.582941 0.109741 11.722965 1.428819 -0.694531 2.244296 0.152515 0.781250
292 178.982915 -55.365988 0.110052 11.171522 1.357795 -0.737851 2.268730 0.152515 0.781250
293 222.425006 -33.971199 0.116504 22.939292 2.632296 -0.320150 2.031343 0.152515 0.781250
294 312.805794 11.329475 0.067537 17.931482 3.547465 -0.565375 2.189771 0.152515 0.781250
295 205.419509 28.120419 0.141441 10.607862 1.003246 -0.691634 1.981621 0.152515 0.781250
296 10.939341 85.340476 0.091877 23.519977 3.420687 -0.551719 2.525951 0.152515 0.781250
297 335.141530 60.023071 0.088314 17.491236 2.647783 -0.816482 2.569466 0.152515 0.781250
298 248.229630 16.566643 0.101892 22.521744 2.954457 -0.633574 1.705035 0.152515 0.781250
299 243.544819 -9.062043 0.054697 20.550076 5.013519 -0.524259 1.980038 0.152515 0.781250
300 77.643055 15.804435 0.066628 9.910083 1.989041 -0.606661 1.809933 0.152515 0.781250
301 237.198769 34.841154 0.123803 11.335730 1.224760 -0.658933 2.063884 0.152515 0.781250
302 141.791186 -49.758438 0.058280 21.795358 4.990513 -0.303691 2.233860 0.152515 0.781250
303 234.443872 -10.380840 0.110315 20.353143 2.466764 -0.371811 1.823998 0.152515 0.781250
304 38.373491 42.812751 0.074535 14.844054 2.662441 -0.525956 1.982333 0.152515 0.781250
305 236.824310 -13.434529 0.088930 15.906278 2.391498 -0.558374 1.957704 0.152515 0.781250
306 359.788941 8.264585 0.078869 28.414019 4.808426 -0.527604 2.321072 0.152515 0.781250
307 17.356334 10.110010 0.085567 11.159203 1.744180 -0.779213 2.279695 0.152515 0.781250
308 351.782706 -39.127447 0.121905 19.719321 2.163045 -0.662917 2.042370 0.152515 0.781250
309 146.486866 -15.993549 0.079712 13.557689 2.274222 -0.876324 2.311938 0.152515 0.781250
310 313.471242 -19.328112 0.106640 13.453100 1.687232 -0.614672 2.094887 0.152515 0.781250
311 281.658774 -71.370952 0.097605 25.982900 3.556780 -0.574185 2.177395 0.152515 0.781250
312 204.125854 -72.104114 0.116367 22.663561 2.603747 -0.763350 2.760927 0.152515 0.781250
313 265.841715 41.559242 0.143683 22.529037 2.096734 -0.321583 2.661030 0.152515 0.781250
314 316.265602 -26.991504 0.123257 28.811932 3.124132 -0.354327 1.869017 0.152515 0.781250
315 145.490516 2.072126 0.071494 15.158359 2.834183 -0.466714 2.507811 0.152515 0.781250
316 117.731938 -23.737617 0.053118 21.094803 5.297745 -0.579968 2.502310 0.152515 0.781250
317 240.333619 61.806674 0.076226 12.844514 2.253140 -0.378019 1.914412 0.152515 0.781250
318 290.824539 -28.777302 0.109508 17.639371 2.153939 -0.821609 2.504525 0.152515 0.781250
319 274.422649 -8.087566 0.055143 14.055007 3.405901 -0.425694 2.720271 0.152515 0.781250
320 287.212914 48.198668 0.099637 15.745399 2.113186 -0.825108 1.922128 0.152515 0.781250
321 156.809993 43.146579 0.109684 20.198911 2.462159 -0.423474 1.983641 0.152515 0.781250
322 294.420318 -38.887788 0.083424 9.963614 1.597391 -0.734539 2.564190 0.152515 0.781250
323 43.275260 37.249470 0.127091 42.701918 4.485834 -0.373746 2.340340 0.152515 0.781250
324 196.016075 -4.797032 0.060660 9.070628 1.999677 -0.333575 2.424334 0.152515 0.781250
325 2.073118 -1.952001 0.057514 8.173980 1.900651 -0.810722 2.361068 0.152515 0.781250
326 116.850899 -47.141862 0.122819 26.765283 2.912945 -0.622395 2.376100 0.152515 0.781250
327 131.926153 -57.013300 0.099549 22.284281 2.992031 -0.311408 1.860950 0.152515 0.781250
328 142.622169 27.121480 0.118840 20.493548 2.305786 -0.609956 2.573087 0.152515 0.781250
329 250.368194 -0.405525 0.093483 20.536894 2.936452 -0.381871 2.609768 0.152515 0.781250
330 139.880916 -7.255754 0.074640 14.908430 2.670204 -0.546761 2.190074 0.152515 0.781250
331 161.529704 27.323659 0.131910 9.577561 0.971258 -0.674802 2.245848 0.152515 0.781250
332 85.515887 32.074790 0.129942 15.579446 1.603579 -0.728530 1.799559 0.152515 0.781250
333 134.370645 -43.014519 0.119470 10.691717 1.197090 -0.778066 2.413168 0.152515 0.781250
334 81.817066 12.735483 0.077215 24.425070 4.224244 -0.442921 2.430509 0.152515 0.781250
335 26.350533 -46.827059 0.109023 13.936642 1.709664 -0.668076 2.240234 0.152515 0.781250
336 217.241494 30.182117 0.086097 9.927430 1.542204 -0.593235 2.596197 0.152515 0.781250
337 240.556607 18.295043 0.059158 12.773303 2.886161 -0.604605 2.158668 0.152515 0.781250
338 223.016525 65.955494 0.141731 18.439884 1.740038 -0.553633 2.428273 0.152515 0.781250
339 166.857856 -59.551382 0.063682 11.315664 2.375829 -0.380654 1.952992 0.152515 0.781250
340 136.722881 -62.361314 0.145024 9.943708 0.917217 -0.311556 2.251826 0.152515 0.781250
341 310.800114 -25.825124 0.094601 16.943661 2.394751 -0.655449 2.206585 0.152515 0.781250
342 186.869443 -28.462836 0.068513 16.954503 3.306950 -0.403489 2.326484 0.152515 0.781250
343 172.505476 -30.400574 0.104190 11.641527 1.494462 -0.441283 2.148033 0.152515 0.781250
344 9.231144 54.341813 0.137295 11.852408 1.154767 -0.555883 2.219450 0.152515 0.781250
345 122.849218 -30.060065 0.123222 16.845359 1.828280 -0.326372 2.506706 0.152515 0.781250
346 136.870423 -27.135768 0.130656 7.271830 0.744543 -0.779715 2.127862 0.152515 0.781250
347 143.576201 31.251559 0.115878 7.421033 0.856702 -0.834441 1.776918 0.152515 0.781250
348 208.862053 -5.769133 0.119228 10.473289 1.175020 -0.387623 2.783767 0.152515 0.781250
349 192.096917 33.602034 0.134920 13.481611 1.336559 -0.636510 2.673328 0.152515 0.781250
350 218.845833 -60.373651 0.074967 17.522819 3.123952 -0.391819 1.871213 0.152515 0.781250
351 275.357974 -1.424383 0.098942 31.366119 4.233374 -0.364146 2.465804 0.152515 0.781250
352 292.674866 -68.871254 0.072121 23.031895 4.264472 -0.862525 2.107999 0.152515 0.781250
353 258.524307 -61.008733 0.148767 13.847171 1.245050 -0.369921 2.337938 0.152515 0.781250
354 343.988531 54.377776 0.144406 14.858054 1.376237 -0.631009 2.347159 0.152515 0.781250
355 6.563730 -46.179229 0.053943 9.086461 2.252363 -0.593741 2.188569 0.152515 0.781250
356 70.480075 3.717745 0.120558 14.861792 1.648758 -0.524044 2.023762 0.152515 0.781250
357 2.722635 -10.242154 0.142525 12.984040 1.218579 -0.344170 2.051729 0.152515 0.781250
358 233.090897 -17.777017 0.068058 17.626606 3.460699 -0.888530 1.984034 0.152515 0.781250
359 323.290998 53.098286 0.106795 9.918828 1.242348 -0.613894 2.009345 0.152515 0.781250
360 87.653627 -73.009497 0.141549 19.447596 1.837430 -0.487367 2.238738 0.152515 0.781250
361 333.732436 19.121919 0.053395 32.279090 8.034597 -0.466376 2.044163 0.152515 0.781250
362 21.696261 67.939666 0.119742 14.206081 1.586780 -0.484481 2.463507 0.152515 0.781250
363 336.396970 6.911516 0.079735 18.336728 3.073665 -0.819339 2.705065 0.152515 0.781250
364 126.584167 60.885006 0.142440 21.181374 1.988606 -0.720363 2.084875 0.152515 0.781250
365 36.511498 -63.570697 0.147106 12.273469 1.116047 -0.684771 2.330713 0.152515 0.781250
366 174.913833 -9.347004 0.144427 16.778469 1.553812 -0.417338 2.408797 0.152515 0.781250
367 92.439564 -28.664793 0.097421 15.094741 2.071962 -0.732744 2.400492 0.152515 0.781250
368 102.554245 27.493109 0.136204 15.750754 1.546697 -0.773577 2.281678 0.152515 0.781250
369 110.624387 74.279355 0.134455 10.191411 1.013940 -0.325531 2.481696 0.152515 0.781250
370 289.089323 -29.139646 0.081910 15.184957 2.478594 -0.894682 2.403566 0.152515 0.781250
371 194.098060 17.959774 0.132892 19.241114 1.936277 -0.301307 1.887593 0.152515 0.781250
372 112.070772 -37.142880 0.053701 30.988681 7.673877 -0.493907 2.519638 0.152515 0.781250
373 219.720162 7.507762 0.109627 24.232280 2.954552 -0.402918 2.525079 0.152515 0.781250
374 257.814243 -4.136625 0.073001 44.019884 8.014478 -0.723228 2.029906 0.152515 0.781250
375 98.144640 70.736387 0.062057 10.220305 2.202223 -0.891411 2.270273 0.152515 0.781250
376 148.877677 12.536091 0.057695 23.201351 5.364153 -0.457278 2.463890 0.152515 0.781250
377 43.878994 -17.516910 0.119629 16.440063 1.837885 -0.399513 2.196097 0.152515 0.781250
378 65.213766 -50.516563 0.083987 44.833322 7.104806 -0.455714 2.580785 0.152515 0.781250
379 245.202427 -44.227278 0.122477 10.013168 1.093617 -0.814290 2.968053 0.152515 0.781250
380 65.317805 -33.323538 0.056536 9.857073 2.331234 -0.447943 2.023096 0.152515 0.781250
381 189.058818 -29.872175 0.081529 11.115648 1.823374 -0.438646 1.844578 0.152515 0.781250
382 255.256654 44.525941 0.103949 5.186724 0.667502 -0.504876 2.350037 0.152515 0.781250
383 38.475692 7.033265 0.129072 11.532541 1.195168 -0.440330 2.475360 0.152515 0.781250
384 204.232399 2.681380 0.081875 10.262371 1.676375 -0.392447 2.189631 0.152515 0.781250
385 92.362602 -50.395417 0.112589 16.171446 1.920833 -0.531838 2.694870 0.152515 0.781250
386 346.653675 46.077552 0.138598 17.795190 1.717182 -0.846837 1.857310 0.152515 0.781250
387 174.076433 26.463564 0.111586 38.326272 4.585187 -0.607423 2.466767 0.152515 0.781250
388 290.157318 -59.844278 0.073296 24.125325 4.394812 -0.853410 2.077133 0.152515 0.781250
389 198.081555 24.561529 0.052440 11.241344 2.865448 -0.655474 2.774705 0.152515 0.781250
390 15.628512 4.995439 0.137010 9.572007 0.934572 -0.655736 2.856646 0.152515 0.781250
391 227.934495 -56.777509 0.052127 19.182718 4.911141 -0.860394 2.028894 0.152515 0.781250
392 342.505203 -4.783951 0.137470 7.751866 0.754350 -0.690708 2.094024 0.152515 0.781250
393 216.580255 -1.753950 0.102894 37.478955 4.861326 -0.833401 2.516768 0.152515 0.781250
394 294.907989 -41.947618 0.143907 27.052252 2.513295 -0.415059 2.142752 0.152515 0.781250
395 318.314327 63.049232 0.129878 11.863452 1.221824 -0.331387 2.245268 0.152515 0.781250
396 82.108718 44.423052 0.149793 6.369258 0.568829 -0.856610 2.266508 0.152515 0.781250
397 76.336142 19.757790 0.085071 29.517591 4.631812 -0.326931 1.682989 0.152515 0.781250
398 219.953156 -4.324716 0.126719 14.165087 1.495132 -0.586454 2.254740 0.152515 0.781250
399 147.970249 -10.164151 0.090193 27.853492 4.124348 -0.720261 2.051973 0.152515 0.781250
400 302.350069 17.574578 0.097988 6.758739 0.922693 -0.853883 2.110955 0.152515 0.781250
401 324.008324 5.213299 0.112751 11.115746 1.318692 -0.599625 2.691981 0.152515 0.781250
402 127.231697 -61.098727 0.137368 15.039379 1.464369 -0.423291 1.881939 0.152515 0.781250
403 85.273401 1.432847 0.148408 15.356526 1.384045 -0.475748 2.502853 0.152515 0.781250
404 280.989185 37.792762 0.126827 11.977351 1.263216 -0.869864 2.175202 0.152515 0.781250
405 98.930173 -4.675955 0.091777 20.480540 2.982747 -0.856259 2.174963 0.152515 0.781250
406 296.141155 -63.648375 0.092136 8.795498 1.276911 -0.658276 2.496003 0.152515 0.781250
407 152.545771 34.928684 0.123758 13.969278 1.509730 -0.722826 2.360907 0.152515 0.781250
408 240.317964 -36.674799 0.073878 15.929903 2.882260 -0.760569 2.430075 0.152515 0.781250
409 34.392713 -28.865708 0.061047 19.399933 4.243633 -0.731397 2.549347 0.152515 0.781250
410 224.589357 -42.112409 0.085462 21.409990 3.347709 -0.417910 2.159499 0.152515 0.781250
411 162.636364 -19.850670 0.078724 8.548272 1.452375 -0.342463 2.075220 0.152515 0.781250
412 211.179047 30.897447 0.079631 6.965665 1.170095 -0.656938 1.933346 0.152515 0.781250
413 60.485115 2.222013 0.073361 28.414188 5.167631 -0.356333 2.011268 0.152515 0.781250
414 265.274548 -36.173860 0.054209 17.711377 4.362525 -0.707103 3.143620 0.152515 0.781250
415 310.606948 49.083086 0.051787 10.317144 2.663314 -0.614138 2.632295 0.152515 0.781250
416 78.026328 49.390528 0.148772 32.577641 2.926979 -0.764383 1.853569 0.152515 0.781250
417 34.457240 47.830055 0.092777 15.893139 2.290532 -0.515714 1.862154 0.152515 0.781250
418 8.509891 -31.493886 0.088433 27.050319 4.085289 -0.312611 2.403451 0.152515 0.781250
419 231.109740 -5.596454 0.117965 15.515033 1.758993 -0.537904 2.423071 0.152515 0.781250
420 218.553853 75.925257 0.071825 42.031703 7.780684 -0.685312 2.423557 0.152515 0.781250
421 196.811069 32.958057 0.144996 36.079348 3.325173 -0.511310 2.182405 0.152515 0.781250
422 83.500955 -71.025813 0.128635 13.244311 1.377172 -0.826248 2.221255 0.152515 0.781250
423 140.726159 -60.411125 0.058941 24.381769 5.516985 -0.366805 2.357255 0.152515 0.781250
424 214.011481 -4.136753 0.091758 20.712516 3.017080 -0.598150 2.284659 0.152515 0.781250
425 178.836069 54.928976 0.137912 29.736224 2.882158 -0.630390 1.593101 0.152515 0.781250
426 355.602787 4.439340 0.144473 9.258930 0.857316 -0.548481 2.189951 0.152515 0.781250
427 49.118311 -0.250669 0.096740 21.138075 2.920668 -0.525130 2.003469 0.152515 0.781250
428 250.252039 -52.097063 0.111341 25.463917 3.056731 -0.856935 2.311455 0.152515 0.781250
429 145.554757 18.273917 0.066703 6.225666 1.248444 -0.490430 3.154469 0.152515 0.781250
430 154.151861 40.106194 0.149117 8.301373 0.744730 -0.754841 2.369136 0.152515 0.781250
431 258.335196 -13.836967 0.073167 5.411001 0.989278 -0.471628 2.164832 0.152515 0.781250
432 249.277014 33.451005 0.144273 13.109626 1.215457 -0.406479 2.535432 0.152515 0.781250
433 356.852158 68.272238 0.114965 21.473537 2.497262 -0.417625 2.403698 0.152515 0.781250
434 46.221944 -36.332276 0.110774 31.792446 3.833880 -0.568499 2.384920 0.152515 0.781250
435 37.479474 2.674350 0.101269 15.566133 2.055505 -0.587898 2.440947 0.152515 0.781250
436 260.761974 -25.196504 0.073067 33.864185 6.176361 -0.814274 2.875854 0.152515 0.781250
437 208.219290 35.853082 0.067653 7.523259 1.487382 -0.434792 1.919625 0.152515 0.781250
438 98.697840 8.927626 0.072049 6.400390 1.188279 -0.737154 2.400981 0.152515 0.781250
439 28.590973 15.614576 0.068644 14.589124 2.841002 -0.601983 1.980977 0.152515 0.781250
440 30.836970 36.571704 0.127958 18.175653 1.899599 -0.729436 2.425545 0.152515 0.781250
441 321.908715 -12.008632 0.085013 14.756783 2.320978 -0.819703 1.983285 0.152515 0.781250
442 69.072237 56.117247 0.055784 5.335215 1.279287 -0.522265 2.133681 0.152515 0.781250
443 116.413762 3.787587 0.146910 14.346273 1.306206 -0.867401 2.170364 0.152515 0.781250
444 81.596305 -43.164111 0.138379 7.813207 0.755327 -0.450813 2.551636 0.152515 0.781250
445 127.798670 23.066437 0.142775 20.965673 1.963748 -0.709448 2.534428 0.152515 0.781250
446 24.992583 35.910635 0.149491 18.017605 1.612011 -0.899919 1.885176 0.152515 0.781250
447 186.861525 -21.498486 0.067390 9.375598 1.860604 -0.593323 2.275372 0.152515 0.781250
448 24.340523 45.590652 0.089624 11.601295 1.731207 -0.871889 2.046017 0.152515 0.781250
449 288.128343 54.319935 0.125824 8.832547 0.939040 -0.734298 1.881340 0.152515 0.781250
450 84.136349 -26.499565 0.119602 14.537197 1.625644 -0.475814 2.193786 0.152515 0.781250
451 194.404289 75.249326 0.065390 24.182310 4.935296 -0.862386 2.166347 0.152515 0.781250
452 316.828472 -45.937115 0.131583 9.163124 0.931546 -0.396397 2.986906 0.152515 0.781250
453 234.315853 -36.581717 0.072444 19.299389 3.559439 -0.897708 2.388779 0.152515 0.781250
454 191.864803 -39.164595 0.072382 11.506607 2.125782 -0.751906 1.845606 0.152515 0.781250
455 116.760151 51.997084 0.103697 10.090696 1.301602 -0.455458 2.089459 0.152515 0.781250
456 119.880689 17.973983 0.109294 14.218373 1.739883 -0.710238 2.565306 0.152515 0.781250
457 241.015304 -44.090318 0.108009 8.939048 1.107079 -0.838865 2.885424 0.152515 0.781250
458 357.890170 -6.854773 0.059149 11.372811 2.570580 -0.683860 1.783096 0.152515 0.781250
459 238.262108 13.332166 0.137746 8.240914 0.800328 -0.737764 1.694914 0.152515 0.781250
460 200.802030 -56.415595 0.076560 40.061380 6.965892 -0.394373 2.820181 0.152515 0.781250
461 263.034184 49.892114 0.062951 15.266822 3.241000 -0.711991 2.375776 0.152515 0.781250
462 167.474020 37.387829 0.138875 10.571772 1.018307 -0.426641 1.998404 0.152515 0.781250
463 21.651243 0.596663 0.145565 16.693846 1.533893 -0.364877 2.419280 0.152515 0.781250
464 202.426854 69.107832 0.136213 14.180761 1.392503 -0.639710 1.468167 0.152515 0.781250
465 344.745102 -9.466914 0.130952 13.430999 1.371875 -0.354034 2.259904 0.152515 0.781250
466 63.109059 75.516714 0.115524 20.391814 2.360137 -0.673609 2.357238 0.152515 0.781250
467 248.401761 19.623626 0.105086 21.906953 2.786734 -0.321553 2.536172 0.152515 0.781250
468 72.336128 15.625148 0.058699 11.505206 2.620373 -0.846426 1.954723 0.152515 0.781250
469 192.897966 -41.919837 0.090845 11.247446 1.655886 -0.487788 2.284598 0.152515 0.781250
470 34.803522 49.805281 0.087269 13.072677 2.003218 -0.603712 1.981264 0.152515 0.781250
471 162.133537 -8.338473 0.075975 4.744991 0.835472 -0.667411 2.335506 0.152515 0.781250
472 272.218798 -42.495569 0.122342 7.031884 0.768900 -0.520373 1.990287 0.152515 0.781250
473 125.125749 -77.106101 0.099588 29.710108 3.984722 -0.477686 2.136461 0.152515 0.781250
474 239.368221 6.863903 0.058105 34.142197 7.812277 -0.897382 1.960147 0.152515 0.781250
475 286.361986 3.141339 0.072018 13.243835 2.458692 -0.799828 2.454232 0.152515 0.781250
476 333.784015 26.021427 0.118326 20.011932 2.261433 -0.472172 2.516427 0.152515 0.781250
477 84.471149 51.307854 0.057613 17.525821 4.062828 -0.500169 2.188505 0.152515 0.781250
478 143.753730 -57.265659 0.135121 50.000000 4.938225 -0.320371 2.270363 0.152515 0.781250
479 54.869765 27.580408 0.099515 26.254507 3.525075 -0.443377 1.824314 0.152515 0.781250
480 357.294061 -38.695115 0.098059 14.070655 1.918960 -0.329536 2.168988 0.152515 0.781250
481 333.720348 45.754283 0.109241 9.302470 1.139085 -0.478476 2.243830 0.152515 0.781250
482 194.384567 39.652298 0.132468 6.718246 0.678460 -0.721169 3.045129 0.152515 0.781250
483 303.131986 4.679822 0.084781 16.606298 2.618618 -0.836781 1.925301 0.152515 0.781250
484 187.544872 24.865249 0.117802 10.276655 1.166918 -0.430906 2.698145 0.152515 0.781250
485 224.490848 -21.795800 0.106573 7.366357 0.924628 -0.513510 2.557949 0.152515 0.781250
486 32.084796 -3.305749 0.076703 10.856498 1.892868 -0.871088 2.343082 0.152515 0.781250
487 271.897351 40.036374 0.137863 8.734461 0.847533 -0.683970 2.786477 0.152515 0.781250
488 45.976854 -4.673044 0.129743 34.869796 3.590853 -0.325920 2.370523 0.152515 0.781250
489 297.384347 -16.523194 0.115845 23.309712 2.689922 -0.599759 2.375639 0.152515 0.781250
490 281.530112 -0.663220 0.135058 14.940324 1.479594 -0.640363 2.242955 0.152515 0.781250
491 255.148091 41.033372 0.136729 31.438155 3.073111 -0.625380 2.625962 0.152515 0.781250
492 13.017737 -19.243522 0.120836 15.591632 1.725690 -0.774670 2.587832 0.152515 0.781250
493 109.126208 -40.728604 0.133701 9.751373 0.975636 -0.678776 2.071188 0.152515 0.781250
494 94.720525 25.089157 0.119747 32.124284 3.584274 -0.678112 1.863117 0.152515 0.781250
495 129.649107 40.689271 0.118014 19.638761 2.225163 -0.868587 2.197997 0.152515 0.781250
496 31.551389 -53.008525 0.111861 8.930096 1.067890 -0.439459 2.018880 0.152515 0.781250
497 337.304816 -31.349142 0.125272 13.638284 1.456174 -0.650097 2.239834 0.152515 0.781250
498 199.368807 -45.729811 0.065861 9.681735 1.965883 -0.406692 2.630123 0.152515 0.781250
499 109.988752 -17.705059 0.138087 7.513116 0.727853 -0.389791 2.121701 0.152515 0.781250
