VoidID RA Dec Redshift Radius_Mpc Radius_deg DensityContrast AspectRatio CentralDensity ClusteringStrength
286 312.531212 35.255946 0.057156 7.415326 1.735150 -0.635735 2.134852 0.152515 0.781250
287 63.773924 1.979282 0.021979 10.735974 6.506628 -0.718600 2.336976 0.152515 0.781250
288 249.345343 -6.869134 0.044639 9.206755 2.757101 -0.744399 1.969764 0.152515 0.781250
289 301.721504 -44.837215 0.182003 5.859661 0.430710 -0.783226 1.971746 0.152515 0.781250
290 340.061119 -20.097242 0.177300 7.209362 0.543969 -0.865411 2.362028 0.152515 0.781250
291 245.969290 -7.582941 0.127534 6.252248 0.655828 -0.694531 2.244296 0.152515 0.781250
292 178.982915 -55.365988 0.128093 5.958145 0.622255 -0.737851 2.268730 0.152515 0.781250
293 222.425006 -33.971199 0.139707 12.234289 1.171389 -0.320150 2.031343 0.152515 0.781250
294 312.805794 11.329475 0.051567 9.563457 2.479552 -0.565375 2.189771 0.152515 0.781250
295 205.419509 28.120419 0.184594 5.657526 0.410016 -0.691634 1.981621 0.152515 0.781250
296 10.939341 85.340476 0.095379 12.543988 1.758927 -0.551719 2.525951 0.152515 0.781250
297 335.141530 60.023071 0.088965 9.328659 1.402535 -0.816482 2.569466 0.152515 0.781250
298 248.229630 16.566643 0.113405 12.011597 1.416705 -0.633574 1.705035 0.152515 0.781250
299 243.544819 -9.062043 0.028454 10.960040 5.139298 -0.524259 1.980038 0.152515 0.781250
300 77.643055 15.804435 0.049931 5.285377 1.415850 -0.606661 1.809933 0.152515 0.781250
301 237.198769 34.841154 0.152846 6.045723 0.529153 -0.658933 2.063884 0.152515 0.781250
302 141.791186 -49.758438 0.034904 11.624191 4.446491 -0.303691 2.233860 0.152515 0.781250
303 234.443872 -10.380840 0.128567 10.855009 1.129388 -0.371811 1.823998 0.152515 0.781250
304 38.373491 42.812751 0.064163 7.916829 1.650242 -0.525956 1.982333 0.152515 0.781250
305 236.824310 -13.434529 0.090073 8.483348 1.259800 -0.558374 1.957704 0.152515 0.781250
306 359.788941 8.264585 0.071965 15.154143 2.814888 -0.527604 2.321072 0.152515 0.781250
307 17.356334 10.110010 0.084021 5.951575 0.947554 -0.779213 2.279695 0.152515 0.781250
308 351.782706 -39.127447 0.149428 10.516971 0.941497 -0.662917 2.042370 0.152515 0.781250
309 146.486866 -15.993549 0.073482 7.230768 1.316217 -0.876324 2.311938 0.152515 0.781250
310 313.471242 -19.328112 0.121953 7.174987 0.787049 -0.614672 2.094887 0.152515 0.781250
311 281.658774 -71.370952 0.105689 13.857547 1.753560 -0.574185 2.177395 0.152515 0.781250
312 204.125854 -72.104114 0.139461 12.087232 1.159352 -0.763350 2.760927 0.152515 0.781250
313 265.841715 41.559242 0.188629 12.015487 0.852119 -0.321583 2.661030 0.152515 0.781250
314 316.265602 -26.991504 0.151863 15.366364 1.353438 -0.354327 1.869017 0.152515 0.781250
315 145.490516 2.072126 0.058689 8.084458 1.842224 -0.466714 2.507811 0.152515 0.781250
316 117.731938 -23.737617 0.025613 11.250561 5.855964 -0.579968 2.502310 0.152515 0.781250
317 240.333619 61.806674 0.067208 6.850408 1.363379 -0.378019 1.914412 0.152515 0.781250
318 290.824539 -28.777302 0.127114 9.407664 0.990023 -0.821609 2.504525 0.152515 0.781250
319 274.422649 -8.087566 0.029257 7.496004 3.423638 -0.425694 2.720271 0.152515 0.781250
320 287.212914 48.198668 0.109346 8.397546 1.027314 -0.825108 1.922128 0.152515 0.781250
321 156.809993 43.146579 0.127432 10.772753 1.130818 -0.423474 1.983641 0.152515 0.781250
322 294.420318 -38.887788 0.080164 5.313927 0.886752 -0.734539 2.564190 0.152515 0.781250
323 43.275260 37.249470 0.158764 22.774356 1.918365 -0.373746 2.340340 0.152515 0.781250
324 196.016075 -4.797032 0.039188 4.837668 1.651073 -0.333575 2.424334 0.152515 0.781250
325 2.073118 -1.952001 0.033525 4.359456 1.739132 -0.810722 2.361068 0.152515 0.781250
326 116.850899 -47.141862 0.151074 14.274818 1.263893 -0.622395 2.376100 0.152515 0.781250
327 131.926153 -57.013300 0.109188 11.884950 1.455885 -0.311408 1.860950 0.152515 0.781250
328 142.622169 27.121480 0.143912 10.929892 1.015949 -0.609956 2.573087 0.152515 0.781250
329 250.368194 -0.405525 0.098269 10.953010 1.490800 -0.381871 2.609768 0.152515 0.781250
330 139.880916 -7.255754 0.064352 7.951163 1.652516 -0.546761 2.190074 0.152515 0.781250
331 161.529704 27.323659 0.167438 5.108033 0.408123 -0.674802 2.245848 0.152515 0.781250
332 85.515887 32.074790 0.163895 8.309038 0.678211 -0.728530 1.799559 0.152515 0.781250
333 134.370645 -43.014519 0.145045 5.702249 0.525933 -0.778066 2.413168 0.152515 0.781250
334 81.817066 12.735483 0.068986 13.026704 2.524594 -0.442921 2.430509 0.152515 0.781250
335 26.350533 -46.827059 0.126242 7.432876 0.787639 -0.668076 2.240234 0.152515 0.781250
336 217.241494 30.182117 0.084975 5.294629 0.833513 -0.593235 2.596197 0.152515 0.781250
337 240.556607 18.295043 0.036485 6.812428 2.496407 -0.604605 2.158668 0.152515 0.781250
338 223.016525 65.955494 0.185116 9.834605 0.710705 -0.553633 2.428273 0.152515 0.781250
339 166.857856 -59.551382 0.044627 6.035021 1.808562 -0.380654 1.952992 0.152515 0.781250
340 136.722881 -62.361314 0.191043 5.303311 0.371373 -0.311556 2.251826 0.152515 0.781250
341 310.800114 -25.825124 0.100281 9.036619 1.205377 -0.655449 2.206585 0.152515 0.781250
342 186.869443 -28.462836 0.053324 9.042402 2.267435 -0.403489 2.326484 0.152515 0.781250
343 172.505476 -30.400574 0.117542 6.208814 0.706631 -0.441283 2.148033 0.152515 0.781250
344 9.231144 54.341813 0.177130 6.321284 0.477422 -0.555883 2.219450 0.152515 0.781250
345 122.849218 -30.060065 0.151800 8.984191 0.791732 -0.326372 2.506706 0.152515 0.781250
346 136.870423 -27.135768 0.165181 3.878310 0.314107 -0.779715 2.127862 0.152515 0.781250
347 143.576201 31.251559 0.138581 3.957884 0.382079 -0.834441 1.776918 0.152515 0.781250
348 208.862053 -5.769133 0.144610 5.585754 0.516740 -0.387623 2.783767 0.152515 0.781250
349 192.096917 33.602034 0.172855 7.190193 0.556473 -0.636510 2.673328 0.152515 0.781250
350 218.845833 -60.373651 0.064940 9.345504 1.924533 -0.391819 1.871213 0.152515 0.781250
351 275.357974 -1.424383 0.108096 16.728597 2.069469 -0.364146 2.465804 0.152515 0.781250
352 292.674866 -68.871254 0.059818 12.283678 2.745151 -0.862525 2.107999 0.152515 0.781250
353 258.524307 -61.008733 0.197780 7.385158 0.499535 -0.369921 2.337938 0.152515 0.781250
354 343.988531 54.377776 0.189931 7.924296 0.558151 -0.631009 2.347159 0.152515 0.781250
355 6.563730 -46.179229 0.027097 4.846113 2.391238 -0.593741 2.188569 0.152515 0.781250
356 70.480075 3.717745 0.147004 7.926289 0.721305 -0.524044 2.023762 0.152515 0.781250
357 2.722635 -10.242154 0.186545 6.924821 0.496609 -0.344170 2.051729 0.152515 0.781250
358 233.090897 -17.777017 0.052504 9.400857 2.394009 -0.888530 1.984034 0.152515 0.781250
359 323.290998 53.098286 0.122230 5.290041 0.578983 -0.613894 2.009345 0.152515 0.781250
360 87.653627 -73.009497 0.184788 10.372051 0.750873 -0.487367 2.238738 0.152515 0.781250
361 333.732436 19.121919 0.026110 17.215515 8.752097 -0.466376 2.044163 0.152515 0.781250
362 21.696261 67.939666 0.145536 7.576577 0.696438 -0.484481 2.463507 0.152515 0.781250
363 336.396970 6.911516 0.073523 9.779588 1.778930 -0.819339 2.705065 0.152515 0.781250
364 126.584167 60.885006 0.186391 11.296733 0.810771 -0.720363 2.084875 0.152515 0.781250
365 36.511498 -63.570697 0.194790 6.545850 0.449562 -0.684771 2.330713 0.152515 0.781250
366 174.913833 -9.347004 0.189968 8.948517 0.630163 -0.417338 2.408797 0.152515 0.781250
367 92.439564 -28.664793 0.105359 8.050529 1.022135 -0.732744 2.400492 0.152515 0.781250
368 102.554245 27.493109 0.175168 8.400402 0.641546 -0.773577 2.281678 0.152515 0.781250
369 110.624387 74.279355 0.172019 5.435419 0.422716 -0.325531 2.481696 0.152515 0.781250
370 289.089323 -29.139646 0.077438 8.098644 1.398851 -0.894682 2.403566 0.152515 0.781250
371 194.098060 17.959774 0.169205 10.261927 0.811311 -0.301307 1.887593 0.152515 0.781250
372 112.070772 -37.142880 0.026661 16.527296 8.235947 -0.493907 2.519638 0.152515 0.781250
373 219.720162 7.507762 0.127329 12.923882 1.357644 -0.402918 2.525079 0.152515 0.781250
374 257.814243 -4.136625 0.061402 23.477271 5.101737 -0.723228 2.029906 0.152515 0.781250
375 98.144640 70.736387 0.041702 5.450829 1.748117 -0.891411 2.270273 0.152515 0.781250
376 148.877677 12.536091 0.033852 12.374054 4.878449 -0.457278 2.463890 0.152515 0.781250
377 43.878994 -17.516910 0.145332 8.768033 0.807072 -0.399513 2.196097 0.152515 0.781250
378 65.213766 -50.516563 0.081177 23.911105 3.934419 -0.455714 2.580785 0.152515 0.781250
379 245.202427 -44.227278 0.150458 5.340356 0.474837 -0.814290 2.968053 0.152515 0.781250
380 65.317805 -33.323538 0.031764 5.257106 2.213062 -0.447943 2.023096 0.152515 0.781250
381 189.058818 -29.872175 0.076752 5.928346 1.033226 -0.438646 1.844578 0.152515 0.781250
382 255.256654 44.525941 0.117108 2.766253 0.316009 -0.504876 2.350037 0.152515 0.781250
383 38.475692 7.033265 0.162330 6.150689 0.506889 -0.440330 2.475360 0.152515 0.781250
384 204.232399 2.681380 0.077375 5.473264 0.946245 -0.392447 2.189631 0.152515 0.781250
385 92.362602 -50.395417 0.132660 8.624771 0.869707 -0.531838 2.694870 0.152515 0.781250
386 346.653675 46.077552 0.179476 9.490768 0.707413 -0.846837 1.857310 0.152515 0.781250
387 174.076433 26.463564 0.130855 20.440679 2.088869 -0.607423 2.466767 0.152515 0.781250
388 290.157318 -59.844278 0.061933 12.866840 2.777228 -0.853410 2.077133 0.152515 0.781250
389 198.081555 24.561529 0.024392 5.995383 3.284663 -0.655474 2.774705 0.152515 0.781250
390 15.628512 4.995439 0.176618 5.105070 0.386688 -0.655736 2.856646 0.152515 0.781250
391 227.934495 -56.777509 0.023828 10.230783 5.724844 -0.860394 2.028894 0.152515 0.781250
392 342.505203 -4.783951 0.177446 4.134329 0.311698 -0.690708 2.094024 0.152515 0.781250
393 216.580255 -1.753950 0.115209 19.988776 2.319869 -0.833401 2.516768 0.152515 0.781250
394 294.907989 -41.947618 0.189032 14.427868 1.020987 -0.415059 2.142752 0.152515 0.781250
395 318.314327 63.049232 0.163781 6.327174 0.516814 -0.331387 2.245268 0.152515 0.781250
396 82.108718 44.423052 0.199628 3.396937 0.227648 -0.856610 2.266508 0.152515 0.781250
397 76.336142 19.757790 0.083128 15.742715 2.531913 -0.326931 1.682989 0.152515 0.781250
398 219.953156 -4.324716 0.158094 7.554713 0.639271 -0.586454 2.254740 0.152515 0.781250
399 147.970249 -10.164151 0.092348 14.855196 2.151042 -0.720261 2.051973 0.152515 0.781250
400 302.350069 17.574578 0.106378 3.604661 0.453320 -0.853883 2.110955 0.152515 0.781250
401 324.008324 5.213299 0.132951 5.928398 0.596527 -0.599625 2.691981 0.152515 0.781250
402 127.231697 -61.098727 0.177262 8.021002 0.605337 -0.423291 1.881939 0.152515 0.781250
403 85.273401 1.432847 0.197135 8.190147 0.555795 -0.475748 2.502853 0.152515 0.781250
404 280.989185 37.792762 0.158289 6.387921 0.539878 -0.869864 2.175202 0.152515 0.781250
405 98.930173 -4.675955 0.095198 10.922955 1.534646 -0.856259 2.174963 0.152515 0.781250
406 296.141155 -63.648375 0.095844 4.690932 0.654748 -0.658276 2.496003 0.152515 0.781250
407 152.545771 34.928684 0.152765 7.450281 0.652425 -0.722826 2.360907 0.152515 0.781250
408 240.317964 -36.674799 0.062980 8.495948 1.804124 -0.760569 2.430075 0.152515 0.781250
409 34.392713 -28.865708 0.039885 10.346631 3.466214 -0.731397 2.549347 0.152515 0.781250
410 224.589357 -42.112409 0.083832 11.418661 1.821625 -0.417910 2.159499 0.152515 0.781250
411 162.636364 -19.850670 0.071703 4.559078 0.850565 -0.342463 2.075220 0.152515 0.781250
412 211.179047 30.897447 0.073335 3.715021 0.677684 -0.656938 1.933346 0.152515 0.781250
413 60.485115 2.222013 0.062049 15.154234 3.263821 -0.356333 2.011268 0.152515 0.781250
414 265.274548 -36.173860 0.027577 9.446068 4.572820 -0.707103 3.143620 0.152515 0.781250
415 310.606948 49.083086 0.023217 5.502477 3.167405 -0.614138 2.632295 0.152515 0.781250
416 78.026328 49.390528 0.197790 17.374742 1.175041 -0.764383 1.853569 0.152515 0.781250
417 34.457240 47.830055 0.096999 8.476341 1.168907 -0.515714 1.862154 0.152515 0.781250
418 8.509891 -31.493886 0.089179 14.426837 2.163232 -0.312611 2.403451 0.152515 0.781250
419 231.109740 -5.596454 0.142337 8.274684 0.777693 -0.537904 2.423071 0.152515 0.781250
420 218.553853 75.925257 0.059286 22.416908 5.045464 -0.685312 2.423557 0.152515 0.781250
421 196.811069 32.958057 0.190993 19.242319 1.347596 -0.511310 2.182405 0.152515 0.781250
422 83.500955 -71.025813 0.161542 7.063633 0.584961 -0.826248 2.221255 0.152515 0.781250
423 140.726159 -60.411125 0.036094 13.003610 4.808480 -0.366805 2.357255 0.152515 0.781250
424 214.011481 -4.136753 0.095165 11.046675 1.552566 -0.598150 2.284659 0.152515 0.781250
425 178.836069 54.928976 0.178241 15.859320 1.190183 -0.630390 1.593101 0.152515 0.781250
426 355.602787 4.439340 0.190052 4.938096 0.347602 -0.548481 2.189951 0.152515 0.781250
427 49.118311 -0.250669 0.104132 11.273640 1.448059 -0.525130 2.003469 0.152515 0.781250
428 250.252039 -52.097063 0.130414 13.580756 1.392881 -0.856935 2.311455 0.152515 0.781250
429 145.554757 18.273917 0.050066 3.320355 0.887168 -0.490430 3.154469 0.152515 0.781250
430 154.151861 40.106194 0.198410 4.427399 0.298525 -0.754841 2.369136 0.152515 0.781250
431 258.335196 -13.836967 0.061701 2.885867 0.625702 -0.471628 2.164832 0.152515 0.781250
432 249.277014 33.451005 0.189692 6.991801 0.493094 -0.406479 2.535432 0.152515 0.781250
433 356.852158 68.272238 0.136936 11.452553 1.118737 -0.417625 2.403698 0.152515 0.781250
434 46.221944 -36.332276 0.129393 16.955971 1.752579 -0.568499 2.384920 0.152515 0.781250
435 37.479474 2.674350 0.112284 8.301938 0.989051 -0.587898 2.440947 0.152515 0.781250
436 260.761974 -25.196504 0.061521 18.060899 3.921391 -0.814274 2.875854 0.152515 0.781250
437 208.219290 35.853082 0.051775 4.012405 1.036661 -0.434792 1.919625 0.152515 0.781250
438 98.697840 8.927626 0.059688 3.413542 0.765061 -0.737154 2.400981 0.152515 0.781250
439 28.590973 15.614576 0.053559 7.780866 1.942808 -0.601983 1.980977 0.152515 0.781250
440 30.836970 36.571704 0.160325 9.693681 0.808831 -0.729436 2.425545 0.152515 0.781250
441 321.908715 -12.008632 0.083023 7.870284 1.268012 -0.819703 1.983285 0.152515 0.781250
442 69.072237 56.117247 0.030412 2.845448 1.251530 -0.522265 2.133681 0.152515 0.781250
443 116.413762 3.787587 0.194438 7.651346 0.526433 -0.867401 2.170364 0.152515 0.781250
444 81.596305 -43.164111 0.179081 4.167043 0.311296 -0.450813 2.551636 0.152515 0.781250
445 127.798670 23.066437 0.186995 11.181692 0.799923 -0.709448 2.534428 0.152515 0.781250
446 24.992583 35.910635 0.199083 9.609389 0.645717 -0.899919 1.885176 0.152515 0.781250
447 186.861525 -21.498486 0.051301 5.000319 1.303754 -0.593323 2.275372 0.152515 0.781250
448 24.340523 45.590652 0.091324 6.187357 0.906329 -0.871889 2.046017 0.152515 0.781250
449 288.128343 54.319935 0.156483 4.710692 0.402727 -0.734298 1.881340 0.152515 0.781250
450 84.136349 -26.499565 0.145284 7.753172 0.713904 -0.475814 2.193786 0.152515 0.781250
451 194.404289 75.249326 0.047701 12.897232 3.612357 -0.862386 2.166347 0.152515 0.781250
452 316.828472 -45.937115 0.166850 4.887000 0.391841 -0.396397 2.986906 0.152515 0.781250
453 234.315853 -36.581717 0.060399 10.293008 2.278669 -0.897708 2.388779 0.152515 0.781250
454 191.864803 -39.164595 0.060287 6.136857 1.361568 -0.751906 1.845606 0.152515 0.781250
455 116.760151 51.997084 0.116655 5.381704 0.617161 -0.455458 2.089459 0.152515 0.781250
456 119.880689 17.973983 0.126729 7.583132 0.800467 -0.710238 2.565306 0.152515 0.781250
457 241.015304 -44.090318 0.124416 4.767492 0.512630 -0.838865 2.885424 0.152515 0.781250
458 357.890170 -6.854773 0.036468 6.065499 2.224031 -0.683860 1.783096 0.152515 0.781250
459 238.262108 13.332166 0.177943 4.395154 0.330437 -0.737764 1.694914 0.152515 0.781250
460 200.802030 -56.415595 0.067808 21.366069 4.207865 -0.394373 2.820181 0.152515 0.781250
461 263.034184 49.892114 0.043313 8.142305 2.513353 -0.711991 2.375776 0.152515 0.781250
462 167.474020 37.387829 0.179975 5.638278 0.419109 -0.426641 1.998404 0.152515 0.781250
463 21.651243 0.596663 0.192017 8.903385 0.620294 -0.364877 2.419280 0.152515 0.781250
464 202.426854 69.107832 0.175183 7.563072 0.577553 -0.639710 1.468167 0.152515 0.781250
465 344.745102 -9.466914 0.165713 7.163200 0.578277 -0.354034 2.259904 0.152515 0.781250
466 63.109059 75.516714 0.137944 10.875634 1.054640 -0.673609 2.357238 0.152515 0.781250
467 248.401761 19.623626 0.119154 11.683708 1.311581 -0.321553 2.536172 0.152515 0.781250
468 72.336128 15.625148 0.035658 6.136110 2.300950 -0.846426 1.954723 0.152515 0.781250
469 192.897966 -41.919837 0.093522 5.998638 0.858042 -0.487788 2.284598 0.152515 0.781250
470 34.803522 49.805281 0.087084 6.972095 1.070963 -0.603712 1.981264 0.152515 0.781250
471 162.133537 -8.338473 0.066756 2.530662 0.507148 -0.667411 2.335506 0.152515 0.781250
472 272.218798 -42.495569 0.150216 3.750338 0.334003 -0.520373 1.990287 0.152515 0.781250
473 125.125749 -77.106101 0.109258 15.845391 1.939480 -0.477686 2.136461 0.152515 0.781250
474 239.368221 6.863903 0.034588 18.209172 7.007893 -0.897382 1.960147 0.152515 0.781250
475 286.361986 3.141339 0.059633 7.063379 1.584219 -0.799828 2.454232 0.152515 0.781250
476 333.784015 26.021427 0.142987 10.673030 0.998501 -0.472172 2.516427 0.152515 0.781250
477 84.471149 51.307854 0.033704 9.347105 3.705061 -0.500169 2.188505 0.152515 0.781250
478 143.753730 -57.265659 0.173217 37.295846 2.878086 -0.320371 2.270363 0.152515 0.781250
479 54.869765 27.580408 0.109126 14.002404 1.716101 -0.443377 1.824314 0.152515 0.781250
480 357.294061 -38.695115 0.106506 7.504349 0.942544 -0.329536 2.168988 0.152515 0.781250
481 333.720348 45.754283 0.126633 4.961317 0.524127 -0.478476 2.243830 0.152515 0.781250
482 194.384567 39.652298 0.168443 3.583064 0.284577 -0.721169 3.045129 0.152515 0.781250
483 303.131986 4.679822 0.082606 8.856692 1.434072 -0.836781 1.925301 0.152515 0.781250
484 187.544872 24.865249 0.142043 5.480883 0.516201 -0.430906 2.698145 0.152515 0.781250
485 224.490848 -21.795800 0.121832 3.928724 0.431403 -0.513510 2.557949 0.152515 0.781250
486 32.084796 -3.305749 0.068065 5.790132 1.137907 -0.871088 2.343082 0.152515 0.781250
487 271.897351 40.036374 0.178153 4.658379 0.349812 -0.683970 2.786477 0.152515 0.781250
488 45.976854 -4.673044 0.163537 18.597225 1.521006 -0.325920 2.370523 0.152515 0.781250
489 297.384347 -16.523194 0.138521 12.431846 1.200481 -0.599759 2.375639 0.152515 0.781250
490 281.530112 -0.663220 0.173105 7.968173 0.615791 -0.640363 2.242955 0.152515 0.781250
491 255.148091 41.033372 0.176113 16.767016 1.273482 -0.625380 2.625962 0.152515 0.781250
492 13.017737 -19.243522 0.147505 8.315537 0.754150 -0.774670 2.587832 0.152515 0.781250
493 109.126208 -40.728604 0.170662 5.200732 0.407680 -0.678776 2.071188 0.152515 0.781250
494 94.720525 25.089157 0.145545 17.132951 1.574439 -0.678112 1.863117 0.152515 0.781250
495 129.649107 40.689271 0.142425 10.474006 0.983746 -0.868587 2.197997 0.152515 0.781250
496 31.551389 -53.008525 0.131350 4.762718 0.485081 -0.439459 2.018880 0.152515 0.781250
497 337.304816 -31.349142 0.155489 7.273752 0.625809 -0.650097 2.239834 0.152515 0.781250
498 199.368807 -45.729811 0.048549 5.163592 1.422601 -0.406692 2.630123 0.152515 0.781250
499 109.988752 -17.705059 0.178557 4.006995 0.300219 -0.389791 2.121701 0.152515 0.781250
